WKT;codpostal;codtienda1;codtienda;tienda;retail;direccion1;direccion2;distrito;provincia;departamen;pais;cartodb_id;latitud;longitud;link_googl;telefono_p;otros_tele;horario_do;horario_lu;horario_ma;horario_mi;horario_ju;horario_vi;horario_sa
POINT (-79.0247902 -8.1103056);13001;76;E076;TRUJILLO;TIENDAS EFE;BOLIVAR 700;ESQ. CON JUNIN;TRUJILLO;TRUJILLO;LA LIBERTAD;PE;73;-8.1103056;-79.0247902;https://goo.gl/maps/5TmfPKr8rB22;(044) 231909;;;;;;;;
POINT (-78.5924754 -9.0743757);2803;21;L021;CHIMBOTE;LA CURACAO;JR. LEONCIO PRADO 536;EN EL HOTEL PRESIDENTE;CHIMBOTE;SANTA;ANCASH;PE;102;-9.0743757;-78.5924754;http://goo.gl/MtE632;(044) 343510;;;;;;;;
POINT (-74.2268971 -13.1580431);5003;7;E007;AYACUCHO;TIENDAS EFE;JR. ASAMBELA 277-281;;AYACUCHO;HUAMANGA;AYACUCHO;PE;7;-13.1580431;-74.2268971;https://goo.gl/maps/8pgv8D3cko42;(066) 312865;;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00
POINT (-76.1318633 -13.4182605);11701;23;L023;CHINCHA II;LA CURACAO;JR. SANTO DOMINGO 128;CHINCHA ALTA;CHINCHA ALTA;CHINCHA;ICA;PE;104;-13.4182605;-76.1318633;http://goo.gl/OEvThv;(056) 264683;;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30
POINT (-72.8759324 -13.636274);3001;88;E088;ABANCAY;TIENDAS EFE;AV. ARENAS 188;AL COSTADO DEL HOTEL ARENAS, A 2 CUADRAS DE LA PLAZA MICAELA BASTIDAS;ABANCAY;ABANCAY;APURIMAC;PE;1;-13.636274;-72.8759324;https://goo.gl/maps/jTnxHpWfS662;(083) 321643;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-71.534063 -16.3992331);4001;2;E002;AREQUIPA;TIENDAS EFE;CALLE PEATONAL MERCADERES 134;A MEDIA CUADRA DE LA PLAZA PRINCIPAL;AREQUIPA;AREQUIPA;AREQUIPA;PE;2;-16.3992331;-71.534063;https://goo.gl/maps/fu4Jd3JWQrJ2;(054) 227394;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-71.5350983 -16.4254604);4009;3;E003;AREQUIPA II;TIENDAS EFE;AV. ANDRES AVELINO CACERES;ENTRE EL OVALO Y EL BYPASS;JOSE LUIS BUSTAMANTE Y RIVERO;AREQUIPA;AREQUIPA;PE;3;-16.4254604;-71.5350983;https://goo.gl/maps/daze9MoX9aT2;(054) 420841;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-71.5165356 -16.4030424);4002;4;E004;AREQUIPA 3;TIENDAS EFE;AVENIDA MARISCAL CASTILLA 626;FRENTE AL OVALO DE MARISCAL CASTILLA;AREQUIPA;AREQUIPA;AREQUIPA;PE;4;-16.4030424;-71.5165356;https://goo.gl/maps/USzatgVtbCo;(054) 285878;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-71.5636842 -16.3522105);4017;5;E005;AREQUIPA 4;TIENDAS EFE;CALLE MARAÑON 509;COSTADO COMISARIA ZAMACOLA;CERRO COLORADO;AREQUIPA;AREQUIPA;PE;5;-16.3522105;-71.5636842;https://goo.gl/maps/Eg6imoMNfEv;(054) 316731;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-76.9287728 -12.0346754);15012;87;E087;ATE II;TIENDAS EFE;AV. NICOLAS AYLLON;MZ. L LT. 25. SECTOR F URB. LOS ANGELES;ATE;LIMA;LIMA;PE;6;-12.0346754;-76.9287728;https://goo.gl/maps/N4XRpJ7zdMC2;(01) 7151390;;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00
POINT (-78.5206113 -6.679938);6116;8;E008;BAMBAMARCA;TIENDAS EFE;JR. ALFONSO UGARTE 458;;BAMBAMARCA;HUALGAYOC;CAJAMARCA;PE;8;-6.679938;-78.5206113;https://goo.gl/maps/DRSjtEUrbuD2;(076) 353002;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-77.7620984 -10.74971);15169;9;E009;BARRANCA;TIENDAS EFE;JR. CASTILLA 285 BARRANCA;CERCA AL CRUCE CON VILELA/CALLE PROGRESO;BARRANCA;BARRANCA;LIMA;PE;9;-10.74971;-77.7620984;https://goo.gl/maps/2afCSUKAPFC2;(01) 2351107;;;;;;;;
POINT (-76.98732 -11.9513966);15416;11;E011;CACERES;TIENDAS EFE;ESQUINA AV. FERNANDO WIESE CON JR. POZO SECO;MZ. E8 LT. 1. URB. MARISCAL CACERES;SAN JUAN DE LURIGANCHO;LIMA;LIMA;PE;10;-11.9513966;-76.98732;https://goo.gl/maps/p8dfknR96LG2;(01) 2407653;;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00
POINT (-78.0464564 -7.6235943);6351;12;E012;CAJABAMBA;TIENDAS EFE;JR. CELSO BENIGNO CALDERON 118;A UNA CUADRA DE LA PLAZA PRINCIPAL;CAJABAMBA;CAJABAMBA;CAJAMARCA;PE;11;-7.6235943;-78.0464564;https://goo.gl/maps/MWnP3L8niJt;(076) 551159;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-78.5165448 -7.1568195);6002;13;E013;CAJAMARCA;TIENDAS EFE;JR. DOS DE MAYO 566;A MEDIA CUADRA DE LA PLAZA PRINCIPAL;CAJAMARCA;CAJAMARCA;CAJAMARCA;PE;12;-7.1568195;-78.5165448;https://goo.gl/maps/BWHLMf4ywPs;(076) 363582;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-78.5084751 -7.1655433);6002;14;E014;CAJAMARCA 2;TIENDAS EFE;AV. ATAHUALPA 180;FRENTE AL BANCO DE CREDITO DEL PERU;CAJAMARCA;CAJAMARCA;CAJAMARCA;PE;13;-7.1655433;-78.5084751;https://goo.gl/maps/JNnYHoqm2W82;(076) 261595;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-72.7094989 -16.620839);4451;15;E015;CAMANA;TIENDAS EFE;AV. LIMA 272;CRUCE AV LIMA CON SAMUEL PASTOR;CAMANA;CAMANA;AREQUIPA;PE;14;-16.620839;-72.7094989;https://goo.gl/maps/mEFgwkjJbx52;(054) 571121;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-76.352999 -13.0604436);15700;16;E016;CAÑETE;TIENDAS EFE;AV. 28 DE JULIO 301-315;;SAN VICENTE DE CAÑETE;CAÑETE;LIMA;PE;15;-13.0604436;-76.352999;https://goo.gl/maps/uYGVUjVvLXM2;(01) 2847197;;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00
POINT (-77.0175654 -11.8779143);15319;17;E017;CARABAYLLO;TIENDAS EFE;AV. TUPAC AMARU 3000-3002;URB. EL PROGRESO;CARABAYLLO;LIMA;LIMA;PE;16;-11.8779143;-77.0175654;https://goo.gl/maps/z8FissLTcYU2;(01) 5475558;;09:30-21:00;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-79.1880468 -7.7438198);13761;18;E018;CASAGRANDE;TIENDAS EFE;CALLE TREN 5;ESQUINA DE LA PLAZA PRINCIPAL;CASAGRANDE;ASCOPE;LA LIBERTAD;PE;17;-7.7438198;-79.1880468;https://goo.gl/maps/fJ5NtF7VzQ52;(044) 439373;;;;;;;;
POINT (-76.2566567 -10.6832002);19001;19;E019;CERRO DE PASCO;TIENDAS EFE;ESQ. JR. SAN CRISTOBAL 196 Y MORALES JANAMPA 199;MEDIA CUADRA DE LA PLAZA CARRION;CHAUPIMARCA;PASCO;PASCO;PE;18;-10.6832002;-76.2566567;https://goo.gl/maps/2LzTYw6omwP2;(063) 422004;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-79.429471 -7.2259332);13871;20;E020;CHEPEN;TIENDAS EFE;AV. EZEQUIEL GONZALES CACEDA 720;;CHEPEN;CHEPEN;LA LIBERTAD;PE;19;-7.2259332;-79.429471;https://goo.gl/maps/48j5aX9GjEm;(044) 495794;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-79.8419204 -6.7677548);14001;21;E021;CHICLAYO;TIENDAS EFE;AV. LUIS GONZALES 1313 CRUCE CON AV. PEDRO RUIZ;;CHICLAYO;CHICLAYO;LAMBAYEQUE;PE;20;-6.7677548;-79.8419204;https://goo.gl/maps/tbeq3jwKvQE2;(074) 236270;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-78.5924846 -9.074295);2803;22;E022;CHIMBOTE;TIENDAS EFE;JR. LEONCIO PRADO 541;FRENTE AL HOTEL PRESIDENTE;CHIMBOTE;SANTA;ANCASH;PE;21;-9.074295;-78.5924846;https://goo.gl/maps/hVFYmvNvG8x;(043) 320268;;;;;;;;
POINT (-78.5304368 -9.1236497);2711;23;E023;CHIMBOTE 2;TIENDAS EFE;AV. PACIFICO 326;URB. BUENOS AIRES (COSTADO DEL BANCO CONTINENTAL) - NUEVO CHIMBOTE;NUEVO CHIMBOTE;SANTA;ANCASH;PE;22;-9.1236497;-78.5304368;https://goo.gl/maps/WaPZTFytdLA2;(043) 580100;;;;;;;;
POINT (-76.1350099 -13.4174699);11702;24;E024;CHINCHA;TIENDAS EFE;AV. OSCAR R. BENAVIDES 265;;CHINCHA ALTA;CHINCHA;ICA;PE;23;-13.4174699;-76.1350099;https://goo.gl/maps/a9xYfk62AJz;(056) 265600;;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00
POINT (-76.69522 -11.93711);15468;26;E026;CHOSICA;TIENDAS EFE;AV. 28 DE JULIO 398;LURIGANCHO - CHOSICA;LURIGANCHO;LIMA;LIMA;PE;24;-11.93711;-76.69522;https://goo.gl/maps/8cijb4dYCf32;(01) 3641594;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-80.1604977 -5.095715);20301;27;E027;CHULUCANAS;TIENDAS EFE;JR. APURIMAC 684;;CHULUCANAS;MORROPON;PIURA;PE;25;-5.095715;-80.1604977;https://goo.gl/maps/RPBtU7NNFkG2;(073) 372088;;;;;;;;
POINT (-77.0508356 -11.9451877);15312;29;E029;COMAS 2;TIENDAS EFE;AV. TUPAC AMARU 3123 - 3125;INT. 1 URB. HUAQUILLAY CHACRA CERRO;COMAS;LIMA;LIMA;PE;26;-11.9451877;-77.0508356;https://goo.gl/maps/rHBWXjGavC12;(01) 5373246;;08:30-22:00;08:30-22:00;08:30-22:00;08:30-22:00;08:30-22:00;08:30-22:00;08:30-22:00
POINT (-71.9779556 -13.5196638);8002;30;E030;CUSCO;TIENDAS EFE;CALLE AYACUCHO 141;ESQUINA AVENIDA AYACUCHO CON AVENIDA EL SOL;CUSCO;CUSCO;CUSCO;PE;27;-13.5196638;-71.9779556;https://goo.gl/maps/CrqtGL4HiCH2;(084) 242852;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-71.9611137 -13.5348092);8007;31;E031;CUSCO 2;TIENDAS EFE;AV. COSTANERA CON CONSTITUCION;FRENTE AL MOLINO;WANCHAQ;CUSCO;CUSCO;PE;28;-13.5348092;-71.9611137;https://goo.gl/maps/uqc8EnANXiQ2;(084) 236638;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-77.6094718 -11.1075513);15136;33;E033;HUACHO;TIENDAS EFE;AV. 28 DE JULIO 544;CRUCE CON JR. BOLOGNESI;HUACHO;HUAURA;LIMA;PE;29;-11.1075513;-77.6094718;https://goo.gl/maps/WgtZk6mTXaw;(01) 2321427;;;;;;;;
POINT (-78.047096 -7.8126817);13301;34;E034;HUAMACHUCO;TIENDAS EFE;JR. BALTA 817;FRENTE AL BANCO DE LA NACION;HUAMACHUCO;SANCHEZ CARRION;LA LIBERTAD;PE;30;-7.8126817;-78.047096;https://goo.gl/maps/1JZDm7XDeov;(044) 348305;;;;;;;;
POINT (-79.4512666 -5.2391483);20441;91;E091;HUANCABAMBA;TIENDAS EFE;SAN MARTIN 106-108;PLAZA MAYOR DE HUANCABAMBA;HUANCABAMBA;HUANCABAMBA;PIURA;PE;31;-5.2391483;-79.4512666;https://goo.gl/maps/C8eAmyWK3vn;;;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30
POINT (-75.2101875 -12.0686557);12001;35;E035;HUANCAYO;TIENDAS EFE;CALLE REAL 500;ESQUINA CALLE REAL CON AV. GIRALDEZ;HUANCAYO;HUANCAYO;JUNIN;PE;32;-12.0686557;-75.2101875;https://goo.gl/maps/XXqytUFmaL12;(064) 236844;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-75.2054787 -12.0684225);12001;36;E036;HUANCAYO 2;TIENDAS EFE;AV. FERROCARRIL 1070;FRENTE A PLAZA VEA - HUANCAYO;HUANCAYO;HUANCAYO;JUNIN;PE;33;-12.0684225;-75.2054787;https://goo.gl/maps/GDQi1Khfofq;(064) 227547;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-74.2502408 -12.9380559);5121;89;E089;HUANTA;TIENDAS EFE;AV. ANDRES A. CACERES 113;;HUANTA;HUANTA;AYACUCHO;PE;34;-12.9380559;-74.2502408;https://goo.gl/maps/iuCHXLkG4fJ2;(066) 402229;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-76.2402068 -9.929127);10001;37;E037;HUANUCO;TIENDAS EFE;JR. DOS MAYO 1151;FRENTE A LA PLAZA PRINCIPAL;HUANUCO;HUANUCO;HUANUCO;PE;35;-9.929127;-76.2402068;https://goo.gl/maps/6qDvwy8iaqz;(062) 518373;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-77.2059904 -11.4951577);15201;38;E038;HUARAL;TIENDAS EFE;CALLE DERECHA 516;A MEDIA CUADRA DEL BCP;HUARAL;HUARAL;LIMA;PE;36;-11.4951577;-77.2059904;https://goo.gl/maps/8Cy3iNzsiXS2;(01) 2460249;;;;;;;;
POINT (-77.5288444 -9.5268949);2001;39;E039;HUARAZ;TIENDAS EFE;AV. LUZURIAGA 455;CERCA AL CRUCE CON ANTONIO RAYMONDI;HUARAZ;HUARAZ;ANCASH;PE;37;-9.5268949;-77.5288444;https://goo.gl/maps/ot7YSXhSSG62;(043) 429324;;;;;;;;
POINT (-77.0040057 -11.9677871);15423;40;E040;HUASCAR;TIENDAS EFE;AV. CANTO GRANDE 3731-3737;CENTRO COMERCIAL HUASCAR;SAN JUAN DE LURIGANCHO;LIMA;LIMA;PE;38;-11.9677871;-77.0040057;https://goo.gl/maps/txe5sLV6YZS2;(01) 7155283;;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00
POINT (-76.8257461 -12.0128924);15479;41;E041;HUAYCAN;TIENDAS EFE;AV. JOSE CARLOS MARIATEGUI;LOTE 56 ZONA A. FRENTE MUNICIPALIDAD Y PARROQUIA;ATE;LIMA;LIMA;PE;39;-12.0128924;-76.8257461;https://goo.gl/maps/x8ZixGykap62;(01) 3717793;;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00
POINT (-75.7283838 -14.064668);11001;42;E042;ICA;TIENDAS EFE;CALLE LIMA 240;;ICA;ICA;ICA;PE;40;-14.064668;-75.7283838;https://goo.gl/maps/p6iMDFm28V12;(056) 216827;;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00;09:00-21:00
POINT (-71.3443436 -17.6469245);18100;43;E043;ILO;TIENDAS EFE;AV. 28 DE JULIO 622;FRENTE AL GRIFO PRIMAX;ILO;ILO;MOQUEGUA;PE;41;-17.6469245;-71.3443436;https://goo.gl/maps/m91wJsEDVRU2;(053) 483289;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-73.246002 -3.752478);16006;44;E044;IQUITOS;TIENDAS EFE;JIRON PROSPERO 462 - 470;;IQUITOS;MAYNAS;LORETO;PE;42;-3.752478;-73.246002;https://goo.gl/maps/6qzicSpwwPv;(065) 242023;;09:30-20:00;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-73.289236 -3.775898);16008;45;E045;IQUITOS 2;TIENDAS EFE;ESQUINA ABELARDO QUIÑONEZ KM. 4.5 CON LOS LIRIOS;FRENTE A LA PLAZA MAYOR;SAN JUAN BAUTISTA;MAYNAS;LORETO;PE;43;-3.775898;-73.289236;https://goo.gl/maps/fbN1rYaqZwA2;(065) 509196;;09:30-20:00;09:30-21:30;09:30-21:30;09:30-21:30;09:30-20:00;09:30-21:30;09:30-21:30
POINT (-78.8065779 -5.7107082);6801;46;E046;JAEN;TIENDAS EFE;MESONES MURO 148;;JAEN;JAEN;CAJAMARCA;PE;44;-5.7107082;-78.8065779;https://goo.gl/maps/82zMYmybSkG2;(076) 434718;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-76.7260513 -7.1807222);22601;47;E047;JUANJUI;TIENDAS EFE;JIRON HUALLAGA 495;ESQUINA PLAZA PRINCIPAL DE JUANJUI;JUANJUI;MARISCAL CACERES;SAN MARTIN;PE;45;-7.1807222;-76.7260513;https://goo.gl/maps/hXvA5JcgUhp;(042) 546555;;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-70.1318043 -15.4962953);21104;48;E048;JULIACA;TIENDAS EFE;JR. BRACESCO 439;FRENTE A LA PLAZA BOLOGNESI;JULIACA;SAN ROMAN;PUNO;PE;46;-15.4962953;-70.1318043;https://goo.gl/maps/F8ASUFpuvPK2;(051) 326870;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-75.3276115 -11.0550927);12856;49;E049;LA MERCED;TIENDAS EFE;JR.TARMA 476 – 480;A DOS CUADRAS DE LA PLAZA PRINCIPAL;LA MERCED;CHANCHAMAYO;JUNIN;PE;47;-11.0550927;-75.3276115;https://goo.gl/maps/tWxjXz9X7UD2;(064) 531893;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-80.7409343 -5.3957499);20621;50;E050;LA UNION;TIENDAS EFE;AV. LIMA 901;;LA UNION;PIURA;PIURA;PE;48;-5.3957499;-80.7409343;https://goo.gl/maps/FQHYJ27Nh2w;(073) 415108;;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30;09:00-20:30
POINT (-76.8716187 -12.2750099);15823;51;E051;LURIN;TIENDAS EFE;ANTIGUA PANAMERICANA SUR KM.36;URB. LAS VIRREYNAS LOTE 6A-6B;LURIN;LIMA;LIMA;PE;49;-12.2750099;-76.8716187;https://goo.gl/maps/e57vGfx285F2;(01) 4300556;;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30
POINT (-70.9373525 -17.1928342);18001;52;E052;MOQUEGUA;TIENDAS EFE;AV. BALTA 60;FRENTE AL MERCADO CENTRAL;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;PE;50;-17.1928342;-70.9373525;https://goo.gl/maps/4L5EqXgeF942;(053) 461112;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-79.7165471 -6.1546929);14201;54;E054;MOTUPE;TIENDAS EFE;CALLE TUPAC AMARU 499;ESQ. CON GARCILAZO DE LA VEGA;MOTUPE;LAMBAYEQUE;LAMBAYEQUE;PE;51;-6.1546929;-79.7165471;https://goo.gl/maps/FbC7srmbBJS2;(074) 426521;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-76.973653 -6.030903);22001;55;E055;MOYOBAMBA;TIENDAS EFE;PEDRO CANGA 474;;MOYOBAMBA;MOYOBAMBA;SAN MARTIN;PE;52;-6.030903;-76.973653;https://goo.gl/maps/xG2dRQVrC5R2;(042) 561253;;09:30-20:00;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-74.938698 -14.8281196);11401;56;E056;NAZCA;TIENDAS EFE;JR. BOLOGNESI 391;;NAZCA;NAZCA;ICA;PE;53;-14.8281196;-74.938698;https://goo.gl/maps/cLVyeez96ir;(056) 522837;;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00
POINT (-81.1125612 -5.0852223);20701;58;E058;PAITA;TIENDAS EFE;CALLE MALECON JORGE CHAVEZ 224;;PAITA;PAITA;PIURA;PE;54;-5.0852223;-81.1125612;https://goo.gl/maps/D22YrTchpy32;(073) 211822;(073) 212489;09:00-21:30;09:00-21:30;09:00-21:30;09:00-21:30;09:00-21:30;09:00-21:30;09:00-21:30
POINT (-79.8385455 -6.7678865);14001;59;E059;PEDRO RUIZ;TIENDAS EFE;AV. PEDRO RUIZ 971;;CHICLAYO;CHICLAYO;LAMBAYEQUE;PE;55;-6.7678865;-79.8385455;https://goo.gl/maps/hm5HHgXNynv;(074) 221221;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-76.20418 -13.711556);11601;60;E060;PISCO;TIENDAS EFE;PSJE. JAZMIN 142;EN LA PLAZUELA BELEN;PISCO;PISCO;ICA;PE;56;-13.711556;-76.20418;https://goo.gl/maps/KEmJu7CC1qB2;(056) 532204;;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00;09:30-22:00
POINT (-80.627694 -5.19616);20008;61;E061;PIURA;TIENDAS EFE;AV. GRAU 193;ESQ. CON AREQUIPA;PIURA;PIURA;PIURA;PE;57;-5.19616;-80.627694;https://goo.gl/maps/ePVmNWAi29S2;(073) 323001;;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00
POINT (-77.0720091 -11.9397089);15307;62;E062;PRO;TIENDAS EFE;AV ALFREDO MENDIOLA 7765;ASOCIACION VIVIENDA LA ESTRELLA - FRENTE MERCADO UNICACHI;LOS OLIVOS;LIMA;LIMA;PE;58;-11.9397089;-77.0720091;https://goo.gl/maps/8H2unvo5XRt;(01) 5270786;;10:00-22:00;10:00-22:00;10:00-22:00;10:00-22:00;10:00-22:00;10:00-22:00;10:00-22:00
POINT (-74.531597 -8.386748);25001;63;E063;PUCALLPA;TIENDAS EFE;JR. 7 DE JUNIO 887;ESQUINA CON JR. RAYMONDI 698;CALLERIA;CORONEL PORTILLO;UCAYALI;PE;59;-8.386748;-74.531597;https://goo.gl/maps/r3Uif6ETFrP2;(061) 573647;;09:30-20:00;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-77.075312 -11.8645121);15118;85;E085;PUENTE PIEDRA;TIENDAS EFE;AV. PUENTE PIEDRA 219;A 1 CDRA. DE PANAMERICANA NORTE;PUENTE PIEDRA;LIMA;LIMA;PE;60;-11.8645121;-77.075312;https://goo.gl/maps/wQyjVhxpkJy;(01) 5485031;;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30;10:00-21:30
POINT (-69.178652 -12.595618);17001;64;E064;PUERTO MALDONADO;TIENDAS EFE;AV. LEON VELARDE 460;;TAMBOPATA;TAMBOPATA;MADRE DE DIOS;PE;61;-12.595618;-69.178652;https://goo.gl/maps/DJP6gPKAsvx;(082) 571636;;;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-70.0270904 -15.8388558);21001;65;E065;PUNO;TIENDAS EFE;JR. LIBERTAD 231;CRUCE DE AREQUIPA CON LA LIBERTAD;PUNO;PUNO;PUNO;PE;62;-15.8388558;-70.0270904;https://goo.gl/maps/KMq7yaKgmJ32;(051) 368041;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-72.694088 -12.865051);8741;66;E066;QUILLABAMBA;TIENDAS EFE;AV. BOLOGNESI 100-100A (ESQ. CON SAN MARTIN) - QUILLABAMBA;ESQ. CON SAN MARTIN, FRENTE AL PARQUE GRAU;QUILLABAMBA;LA CONVENCION;CUSCO;PE;63;-12.865051;-72.694088;https://goo.gl/maps/byhx8USEtBF2;(084) 281389;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-77.0083847 -12.0008617);15419;67;E067;SAN JUAN DE LURIGANCHO;TIENDAS EFE;AV. PROCERES DE INDEPENDENCIA 1940;SAN HILARION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;PE;64;-12.0008617;-77.0083847;https://goo.gl/maps/Xj68xomc6vF2;(01) 7176769;;09:30-21:00;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30;09:30-21:30
POINT (-76.9726616 -12.153987);15801;68;E068;SAN JUAN DE MIRAFLORES;TIENDAS EFE;AV. LOS HERORES 478 - 480;;SAN JUAN DE MIRAFLORES;LIMA;LIMA;PE;65;-12.153987;-76.9726616;https://goo.gl/maps/suo4Fqcf9kp;(01) 4662614;;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00;09:30-21:00
POINT (-77.0690463 -12.0316816);7041;69;E069;SAN MARTIN;TIENDAS EFE;AV. PERU 2240;;SAN MARTIN DE PORRES;LIMA;LIMA;PE;66;-12.0316816;-77.0690463;https://goo.gl/maps/gYZmZT2w6wx;(01) 5695060;;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00
POINT (-80.6867541 -4.8909408);20101;70;E070;SULLANA;TIENDAS EFE;SAN MARTIN 721;;SULLANA;SULLANA;PIURA;PE;67;-4.8909408;-80.6867541;https://goo.gl/maps/qnEMdpd4CFF2;(073) 507466;;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00;09:00-22:00
