location;new_cases_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Venezuela;15.79;0.176;1.26;;
Venezuela;22.858;0.176;1.27;;
Venezuela;23.421;0.141;1.27;;
Venezuela;18.779;0.141;1.26;;
Venezuela;18.463;0.141;1.26;;
Venezuela;20.502;0.176;1.26;;
Venezuela;20.643;0.176;1.26;;
Venezuela;24.652;0.07;1.26;;
Venezuela;25.144;0.211;1.26;;
Venezuela;30.56;0.176;1.26;;
Venezuela;26.832;0.176;1.25;;
Venezuela;19.271;0.211;1.24;;
Venezuela;24.054;0.246;1.24;;
Venezuela;30.279;0.281;1.24;;
Venezuela;34.499;0.246;1.24;;
Venezuela;31.158;0.211;1.23;;
Venezuela;27.958;0.246;1.22;;
Venezuela;29.681;0.281;1.22;;
Venezuela;34.991;0.211;1.21;;
Venezuela;40.02;0.317;1.21;;
Venezuela;40.442;0.317;1.2;;
Venezuela;45.049;0.422;1.18;;
Venezuela;35.589;0.246;1.16;;
Venezuela;43.114;0.352;1.14;;
Venezuela;40.371;0.176;1.11;;
Venezuela;36.82;0.246;1.09;;
Venezuela;31.474;0.317;1.06;;
Venezuela;41.18;0.211;1.04;;
Venezuela;24.582;0.281;1.01;;
Venezuela;22.929;0.211;1;;
Venezuela;25.953;0.211;0.99;;
Venezuela;21.346;0.211;0.99;;
Venezuela;27.219;0.281;1;;
Venezuela;28.837;0.211;1.01;;
Venezuela;28.38;0.281;1.02;;
Venezuela;32.811;0.246;1.03;;
Venezuela;34.499;0.281;1.05;;
Venezuela;37.523;0.317;1.05;;
Venezuela;32.424;0.211;1.05;;
Venezuela;30.243;0.176;1.06;;
Venezuela;36.151;0.176;1.06;;
Venezuela;39.633;0.246;1.07;;
Venezuela;34.956;0.141;1.07;;
Venezuela;38.543;0.352;1.06;;
Venezuela;41.919;0.281;1.06;;
Venezuela;39.527;0.281;1.05;;
Venezuela;37.312;0.281;1.04;;
Venezuela;42.657;0.281;1.04;;
Venezuela;41.778;0.281;1.02;;
Venezuela;37.699;0.281;1.01;;
Venezuela;29.54;0.281;0.99;;
Venezuela;34.006;0.317;0.98;;
Venezuela;32.002;0.281;0.97;;
Venezuela;36.187;0.317;0.97;;
Venezuela;38.191;0.281;0.96;;
Venezuela;26.762;0.317;0.95;;
Venezuela;30.525;0.317;0.94;;
Venezuela;31.298;0.352;0.94;;
Venezuela;27.254;0.317;0.93;;
Venezuela;24.863;0.281;0.93;;
Venezuela;27.676;0.281;0.94;;
Venezuela;35.518;0.317;0.95;;
Venezuela;34.674;0.352;0.95;;
Venezuela;34.006;0.246;0.94;;
Venezuela;30.49;0.352;0.94;;
Venezuela;23.456;0.317;0.93;;
Venezuela;26.41;0.211;0.93;;
Venezuela;29.435;0.281;0.93;;
Venezuela;29.364;0.246;0.93;;
Venezuela;26.692;0.246;0.92;;
Venezuela;31.896;0.246;0.92;;
Venezuela;27.817;0.281;0.92;;
Venezuela;29.048;0.211;0.91;;
Venezuela;27.711;0.141;0.9;;
Venezuela;24.019;0.176;0.89;;
Venezuela;23.878;0.246;0.89;;
Venezuela;21.381;0.211;0.88;;
Venezuela;21.628;0.246;0.88;;
Venezuela;23.808;0.211;0.87;;
Venezuela;26.621;0.246;0.87;;
Venezuela;24.054;0.211;0.86;;
Venezuela;21.768;0.246;0.85;;
Venezuela;22.331;0.211;0.85;;
Venezuela;21.592;0.141;0.84;;
Venezuela;16.317;0.211;0.82;;
Venezuela;10.163;0.176;0.82;;
Venezuela;18.674;0.211;0.82;;
Venezuela;12.203;0.176;0.82;;
Venezuela;0;0;0.83;;
Venezuela;35.448;0.387;0.86;;
Venezuela;13.75;0.211;0.85;;
Venezuela;13.399;0.211;0.85;;
Venezuela;10.62;0.176;0.85;;
Venezuela;14.911;0.211;0.86;;
Venezuela;14.876;0.106;0.87;;
Venezuela;16.95;0.141;0.87;;
Venezuela;12.414;0.106;0.88;;
Venezuela;16.739;0.141;0.88;;
Venezuela;14.207;0.176;0.88;;
Venezuela;10.867;0.141;0.88;;
Venezuela;14.911;0.176;0.89;;
Venezuela;10.972;0.106;0.89;;
Venezuela;13.363;0.176;0.9;;
Venezuela;13.891;0.141;0.91;;
Venezuela;13.363;0.141;0.91;;
Venezuela;15.509;0.176;0.91;;
Venezuela;13.504;0.07;0.91;;
Venezuela;13.821;0.106;0.9;;
Venezuela;6.506;0.07;0.9;;
Venezuela;9.354;0.141;0.91;;
Venezuela;10.409;0.141;0.92;;
Venezuela;10.726;0.141;0.94;;
Venezuela;13.715;0.106;0.95;;
Venezuela;10.585;0.106;0.97;;
Venezuela;17.302;0.141;0.98;;
Venezuela;14.735;0.106;0.98;;
Venezuela;13.61;0.141;0.98;;
Venezuela;10.937;0.106;0.97;;
Venezuela;10.55;0.07;0.97;;
Venezuela;11.078;0.106;0.97;;
Venezuela;12.379;0.106;0.98;;
Venezuela;14.7;0.106;0.99;;
Venezuela;14.067;0.07;0.98;;
Venezuela;10.831;0.07;0.98;;
Venezuela;12.484;0.106;0.98;;
Venezuela;11.218;0.141;0.98;;
Venezuela;13.996;0.141;0.98;;
Venezuela;10.867;0.141;0.98;;
Venezuela;8.299;0.141;0.98;;
Venezuela;9.847;0.07;0.99;;
Venezuela;12.449;0.106;1;;
Venezuela;7.983;0.141;1.01;;
Venezuela;15.684;0.141;1.03;;
Venezuela;16.915;0.141;1.04;;
Venezuela;11.57;0.141;1.04;;
Venezuela;10.55;0.106;1.04;;
Venezuela;9.319;0.106;1.05;;
Venezuela;16.247;0.176;1.06;;
Venezuela;16.88;0.141;1.07;;
Venezuela;16.458;0.176;1.07;;
Venezuela;15.051;0.176;1.06;;
Venezuela;15.298;0.211;1.05;;
Venezuela;16.247;0.176;1.04;;
Venezuela;21.417;0.176;1.03;;
Venezuela;11.922;0.211;1;;
Venezuela;12.484;0.176;0.98;;
Venezuela;8.335;0.176;0.96;;
Venezuela;12.801;0.176;0.96;;
Venezuela;11.042;0.141;0.95;;
Venezuela;13.574;0.176;0.95;;
Venezuela;10.339;0.141;0.94;;
Venezuela;15.403;0.176;0.94;;
Venezuela;11.078;0.141;0.93;;
Venezuela;6.893;0.176;0.93;;
Venezuela;7.772;0.141;0.93;;
Venezuela;12.59;0.141;0.94;;
Venezuela;12.238;0.106;0.95;;
Venezuela;12.836;0.035;0.96;;
Venezuela;11.253;0.141;0.95;;
Venezuela;7.913;0.106;0.95;;
Venezuela;9.143;0.141;0.96;;
Venezuela;15.368;0.106;0.97;;
Venezuela;11.464;0.07;0.97;;
Venezuela;6.998;0.07;0.97;;
Venezuela;5.17;0.07;0.98;;
Venezuela;6.225;0.141;1;;
Venezuela;8.968;0.141;1.03;;
Venezuela;8.651;0.176;1.07;;
Venezuela;14.559;0.176;1.11;;
Venezuela;12.133;0.141;1.13;;
Venezuela;17.759;0.176;1.16;;
Venezuela;15.403;0;1.17;;
Venezuela;13.117;0.422;1.17;;
Venezuela;11.113;0.176;1.18;;
Venezuela;18.005;0.211;1.2;;
Venezuela;21.241;0.211;1.21;;
Venezuela;15.509;0.176;1.2;;
Venezuela;15.825;0.211;;;
Venezuela;17.478;0.176;;;
Venezuela;22.542;0.211;;;
Venezuela;23.667;0.141;;;
Venezuela;20.186;0.211;;;
Venezuela;20.01;0.246;;;
Venezuela;18.814;0.246;;;
Venezuela;15.825;0.211;;;
Venezuela;16.317;0.211;;;
