location;new_cases_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Chile;91.702;2.773;0.97;1.898;0.053
Chile;95.521;2.72;0.97;1.884;0.053
Chile;92.905;2.406;0.97;2.051;0.053
Chile;76.427;3.034;0.96;1.878;0.056
Chile;75.747;1.046;0.96;1.339;0.057
Chile;57.124;0.994;0.96;0.908;0.057
Chile;58.798;0.994;0.96;0.942;0.058
Chile;88.616;4.97;0.97;1.626;0.058
Chile;94.841;3.086;0.97;1.915;0.058
Chile;91.912;2.459;0.97;1.942;0.059
Chile;80.821;2.145;0.97;1.814;0.055
Chile;61.362;1.36;0.96;1.346;0.054
Chile;60.629;0.889;0.96;0.986;0.053
Chile;78.154;3.819;0.97;1.66;0.052
Chile;92.853;2.72;0.97;1.954;0.051
Chile;85.582;2.511;0.97;1.977;0.051
Chile;79.566;2.72;0.97;2.013;0.047
Chile;80.298;3.086;0.97;1.979;0.047
Chile;48.493;1.203;0.96;1.047;0.046
Chile;52.573;0.314;0.97;1.142;0.046
Chile;79.514;4.499;0.97;1.748;0.046
Chile;79.566;2.092;0.98;1.929;0.046
Chile;88.145;2.563;0.98;2.054;0.046
Chile;84.117;2.092;0.98;2.153;0.048
Chile;66.75;2.877;0.98;1.897;0.048
Chile;55.555;0.889;0.98;1.237;0.048
Chile;43.942;1.099;0.98;0.943;0.047
Chile;80.56;3.348;0.99;1.791;0.047
Chile;94.579;2.406;1;2.118;0.047
Chile;83.019;2.563;1;2.055;0.046
Chile;82.705;2.302;0.99;2.201;0.044
Chile;69.104;2.354;0.99;1.953;0.044
Chile;53.776;1.203;0.99;1.252;0.044
Chile;46.924;1.151;0.99;1.159;0.045
Chile;85.477;3.453;1;1.868;0.044
Chile;83.28;2.04;1;2.003;0.045
Chile;86.105;2.04;1;2.12;0.045
Chile;83.542;2.197;1;2.135;0.045
Chile;69.627;2.302;1;1.953;0.045
Chile;52.625;1.046;1;1.188;0.044
Chile;49.591;0.732;1;1.058;0.043
Chile;76.061;3.034;1.01;1.847;0.043
Chile;82.286;2.511;1.01;2.052;0.043
Chile;81.502;1.412;1.01;2.071;0.043
Chile;78.311;2.04;1.02;2.094;0.044
Chile;75.329;1.936;1.01;2.008;0.044
Chile;52.678;1.308;1.01;1.191;0.045
Chile;52.573;0.366;1.02;1.066;0.045
Chile;82.129;5.074;1.03;1.893;0.046
Chile;82.705;2.249;1.03;2.036;0.045
Chile;88.825;2.302;1.04;2.064;0.045
Chile;77.892;1.779;1.04;2.238;0.045
Chile;68.685;2.825;1.04;1.961;0.045
Chile;58.641;1.046;1.04;1.239;0.045
Chile;54.09;0.418;1.04;1.13;0.045
Chile;78.886;4.237;1.06;1.886;0.046
Chile;90.447;2.04;1.06;2.126;0.047
Chile;80.194;1.779;1.07;2.101;0.048
Chile;89.662;1.883;1.07;2.206;0.049
Chile;92.068;1.831;1.08;2.027;0.049
Chile;72.818;0.889;1.08;1.474;0.052
Chile;65.076;0.523;1.08;1.161;0.052
Chile;86.942;4.394;1.09;1.701;0.052
Chile;80.246;0.418;1.1;1.441;0.053
Chile;94.527;3.348;1.11;2.111;0.052
Chile;111.842;2.092;1.11;2.511;0.053
Chile;99.968;2.354;1.11;2.452;0.053
Chile;78.415;0.942;1.11;1.542;0.052
Chile;73.341;0.523;1.12;1.355;0.052
Chile;104.676;2.511;1.13;2.096;0.052
Chile;125.705;2.302;1.13;2.487;0.052
Chile;116.132;2.616;1.13;2.444;0.053
Chile;114.615;2.773;1.13;2.63;0.053
Chile;128.007;2.249;1.13;2.39;0.054
Chile;62.565;1.046;1.13;1.564;0.054
Chile;90.238;0.575;1.14;1.634;0.055
Chile;169.385;3.923;1.14;2.318;0.058
Chile;87.831;2.877;1.14;2.512;0.069
Chile;134.075;2.406;1.14;2.525;0.072
Chile;89.505;2.04;1.15;1.428;0.076
Chile;100.595;0;1.15;1.229;0.079
Chile;102.426;2.354;1.16;1.171;0.081
Chile;155.052;0.575;1.17;1.365;0.084
Chile;105.826;5.702;1.18;2.227;0.086
Chile;187.851;2.72;1.19;2.646;0.088
Chile;174.616;3.348;1.19;2.416;0.089
Chile;119.741;2.249;1.19;1.558;0.089
Chile;128.163;0;1.19;1.334;0.09
Chile;128.687;1.099;1.19;1.351;0.091
Chile;124.606;1.465;1.2;1.676;0.091
Chile;193.187;5.074;1.21;2.496;0.089
Chile;219.97;3.191;1.22;2.827;0.08
Chile;228.131;3.296;1.22;3.04;0.08
Chile;218.715;3.086;1.22;3.124;0.083
Chile;207.625;3.453;1.22;3.005;0.082
Chile;169.647;1.046;1.21;2.235;0.081
Chile;177.336;1.151;1.21;2.169;0.08
Chile;219.029;4.708;1.21;2.831;0.079
Chile;233.728;3.923;1.21;3.085;0.079
Chile;225.62;3.453;;3.411;0.079
Chile;226.98;2.197;;3.581;0.079
Chile;204.957;3.662;;2.912;0.08
Chile;177.912;1.36;;2.198;0.08
Chile;187.746;1.099;;2.171;
Chile;228.445;5.65;;2.978;
Chile;259.413;4.394;;3.27;
Chile;239.64;3.557;;3.056;
Chile;233.467;4.133;;3.426;
Colombia;0.02;;;;
Colombia;0;;;;
Colombia;0;;;;
Colombia;0;;;;
Colombia;0.039;;;;
Colombia;0.118;;;;
Colombia;0;;;;
Colombia;0.079;;;;
Colombia;0.177;;;;
Colombia;0.236;;;;
Colombia;0.452;;;;
Colombia;0.354;;;;
Colombia;0.531;;;;
Colombia;0.118;;1.86;;
Colombia;0.983;;1.89;;
Colombia;0.747;;1.88;;
Colombia;0.688;0.039;1.87;;
Colombia;0.904;0.02;1.87;;
Colombia;1.985;0;1.86;;
Colombia;1.808;0.02;1.82;;
Colombia;0.413;0.039;1.77;;
Colombia;0.943;0;1.75;;
Colombia;1.356;0;1.73;;
Colombia;1.847;0.079;1.71;;
Colombia;1.887;0.039;1.7;;
Colombia;2.123;0.079;1.67;;
Colombia;3.125;0.02;1.65;;
Colombia;1.887;0.039;1.61;;
Colombia;2.083;0.118;1.58;;
Colombia;2.732;0.138;1.56;;
Colombia;1.553;0.059;1.53;;
Colombia;1.847;0.216;1.52;;
Colombia;3.95;0.079;1.51;;
Colombia;5.385;0.079;1.5;;
Colombia;3.321;0.295;1.46;;
Colombia;4.913;0.216;1.43;;
Colombia;4.638;0.393;1.39;;
Colombia;1.317;0.177;1.34;;
Colombia;1.494;0.059;1.32;;
Colombia;2.496;0.295;1.3;;
Colombia;2.476;0.079;1.29;;
Colombia;2.516;0.255;1.29;;
Colombia;4.049;0.177;1.3;;
Colombia;3.577;0.255;1.3;;
Colombia;3.361;0.255;1.3;;
Colombia;3.636;0.197;1.3;;
Colombia;3.38;0.138;1.31;;
Colombia;4.068;0.197;1.31;;
Colombia;4.029;0.177;1.32;;
Colombia;6.289;0.197;1.33;;
Colombia;5.129;0.157;1.33;;
Colombia;4.658;0.216;1.33;;
Colombia;4.284;0.177;1.33;;
Colombia;6.918;0.314;1.34;;
Colombia;5.07;0.177;1.34;;
Colombia;5.896;0.295;1.35;;
Colombia;9.807;0.413;1.36;;
Colombia;5.483;0.197;1.35;;
Colombia;7.527;0.314;1.35;;
Colombia;5.994;0.354;1.35;;
Colombia;12.578;0.393;1.36;;
Colombia;6.8;0.373;1.35;;
Colombia;9.768;0.197;1.35;;
Colombia;11.694;0.413;1.35;;
Colombia;8.726;0.334;1.34;;
Colombia;11.163;0.354;1.34;;
Colombia;10.809;0.314;1.33;;
Colombia;12.951;0.275;1.33;;
Colombia;12.932;0.314;1.32;;
Colombia;13.364;0.314;1.31;;
Colombia;11.91;0.413;1.31;;
Colombia;14.209;0.314;1.3;;
Colombia;12.48;0.236;1.29;;
Colombia;14.17;0.354;1.29;;
Colombia;12.578;0.413;1.29;;
Colombia;14.779;0.334;1.29;;
Colombia;12.637;0.432;1.29;;
Colombia;15.742;0.59;1.29;;
Colombia;20.557;0.452;1.3;;
Colombia;19.614;0.432;1.3;;
Colombia;15.84;0.452;1.3;;
Colombia;20.085;0.511;1.3;;
Colombia;21.638;0.531;1.31;;
Colombia;24.802;0.373;1.31;;
Colombia;25.981;0.609;1.3;;
Colombia;30.423;0.727;1.3;;
Colombia;22.542;0.963;1.29;;
Colombia;21.815;0.59;1.28;;
Colombia;26.335;0.786;1.28;0.191;
Colombia;29.892;0.708;1.27;0.252;
Colombia;34.707;0.825;1.27;;
Colombia;29.774;1.14;1.26;;
Colombia;27.357;1.179;1.25;0.281;
Colombia;23.76;1.061;1.24;0.214;
Colombia;29.145;0.963;1.24;0.217;
Colombia;26.708;1.258;1.24;0.244;
Colombia;31.523;1.199;1.25;0.231;
Colombia;30.069;1.081;1.25;0.26;
Colombia;32.349;1.12;1.26;0.236;0.156
Colombia;37.105;0.924;1.27;0.226;0.159
Colombia;43.099;1.474;1.27;0.302;0.165
Colombia;41.743;1.16;1.28;0.246;0.167
Colombia;36.712;1.474;1.28;0.243;0.175
Colombia;41.566;1.238;1.29;0.298;0.19
Colombia;62.32;1.69;1.29;0.302;0.194
Colombia;60.118;1.867;1.29;0.347;0.199
Colombia;46.322;1.592;1.29;0.342;0.205
Colombia;59.332;2.181;1.28;0.362;0.214
Colombia;49.742;1.435;1.28;0.314;0.217
Colombia;46.951;1.847;1.27;0.273;0.222
Colombia;69.591;1.71;1.27;0.341;0.226
Colombia;68.51;3.203;1.27;0.361;0.235
Colombia;75.526;3.086;1.27;0.37;0.24
Colombia;81.54;2.516;1.26;0.376;0.256
Colombia;62.457;4.697;1.25;0.345;0.256
Colombia;64.344;1.887;1.24;0.346;0.261
Colombia;55.087;1.179;1.23;0.338;0.26
Colombia;81.815;2.673;1.23;0.354;0.268
Colombia;80.597;3.361;1.23;0.376;0.265
Colombia;66.722;2.673;1.22;0.403;0.267
Colombia;76.332;3.243;1.22;0.41;0.257
Colombia;73.129;2.398;1.22;0.412;0.26
Colombia;62.32;2.869;1.22;0.4;0.256
Colombia;82.798;2.928;1.23;0.413;0.258
Colombia;81.442;3.302;1.24;0.419;0.251
Colombia;104.849;3.675;1.25;0.418;0.255
Colombia;133.699;4.147;1.25;0.456;0.249
Colombia;95.435;3.813;1.24;0.736;0.246
Colombia;94.59;3.695;1.24;0.493;0.246
Colombia;75.31;2.909;1.24;0.502;0.254
Colombia;110.469;3.341;1.25;0.501;0.257
Colombia;103.591;3.714;1.25;0.505;0.258
Colombia;157.951;4.225;1.26;0.498;0.259
Colombia;175.58;5.09;1.26;0.508;0.267
Colombia;168.229;4.481;1.25;0.518;0.276
Colombia;129.277;4.324;1.24;0.472;0.279
Colombia;132.206;3.793;1.23;0.519;0.28
Colombia;138.219;4.658;1.22;0.53;0.283
Colombia;145.235;4.068;1.21;0.565;0.292
Colombia;156.143;6.191;1.21;0.558;0.301
Colombia;140.873;5.64;1.2;0.559;0.302
Colombia;142.563;5.778;1.19;0.58;0.308
Colombia;160.781;5.031;1.19;0.59;0.309
Colombia;159.68;4.953;1.19;0.595;0.315
Colombia;202.111;5.837;1.19;0.61;0.321
Colombia;170.391;7.468;1.18;0.63;0.319
Colombia;195.842;6.996;1.18;0.684;0.315
Colombia;186.467;5.798;1.17;0.702;0.317
Colombia;209.756;4.422;1.17;0.692;0.289
Colombia;225.42;6.289;1.16;0.776;0.315
Colombia;200.441;7.213;1.15;0.729;0.31
Colombia;140.106;5.857;1.14;0.745;0.306
Colombia;210.975;6.073;1.13;0.751;0.309
Colombia;235.757;6.191;1.12;0.784;0.31
Colombia;186.585;6.112;1.12;0.794;0.308
Colombia;189.966;5.699;1.11;0.687;0.334
Colombia;208.538;5.935;1.1;0.623;0.311
Colombia;199.32;6.132;1.1;0.66;0.318
Colombia;252.148;6.309;1.09;0.736;0.318
Colombia;237.133;7.114;1.08;0.84;0.318
Colombia;221.803;6.053;1.07;0.784;0.318
Colombia;222.197;6.82;1.06;0.812;0.318
Colombia;227.542;6.25;1.05;0.752;0.317
Colombia;228.82;5.64;1.04;0.683;0.314
Colombia;163.67;5.405;1.03;0.641;0.31
Colombia;244.915;4.854;1.03;0.703;0.315
Colombia;256.589;7.075;1.02;0.606;0.313
Colombia;226.815;4.009;1;0.624;0.316
Colombia;165.458;7.566;0.99;0.601;0.318
Colombia;215.495;7.861;0.98;0.665;0.313
Colombia;157.931;6.839;0.97;0.447;0.319
Colombia;207.319;5.817;0.97;0.607;0.318
Colombia;204.882;5.444;0.96;0.605;0.314
Colombia;199.085;5.798;0.95;0.598;0.31
Colombia;191.656;5.562;0.95;0.589;0.307
Colombia;166.991;5.876;0.94;0.554;0.304
Colombia;184.581;5.837;0.93;0.492;0.301
Colombia;157.617;5.896;0.93;0.527;0.295
Colombia;141.305;5.876;0.93;0.497;0.289
Colombia;175.54;7.625;0.93;0.438;0.282
Colombia;182.674;5.798;0.92;0.558;0.282
Colombia;162.196;5.365;0.92;0.464;0.278
Colombia;166.834;5.306;0.92;0.557;0.275
Colombia;164.947;5.267;0.92;0.479;0.274
Colombia;158.501;5.031;0.91;0.448;0.277
Colombia;104.691;3.99;0.91;0.428;0.276
Colombia;150.64;3.97;0.91;0.421;0.274
Colombia;144.214;4.638;0.92;0.47;0.27
Colombia;153.549;4.363;0.92;0.483;0.271
Colombia;145.904;4.776;0.92;0.563;0.266
Colombia;135.134;4.245;0.92;0.477;0.261
Colombia;144.548;3.734;0.92;0.519;0.258
Colombia;109.526;3.911;0.92;0.382;0.257
Colombia;131.636;3.243;0.93;0.523;0.254
Colombia;153.038;3.734;0.94;0.484;0.253
Colombia;148.734;3.675;0.94;0.485;0.248
Colombia;128.255;0;0.94;0.425;0.252
Colombia;155.789;7.35;0.95;0.437;0.255
Colombia;131.243;3.321;0.95;0.483;0.249
Colombia;105.32;3.714;0.95;0.465;0.25
Colombia;139.575;0;0.95;0.474;0.242
Colombia;132.284;6.859;0.96;0.49;0.243
Colombia;128.825;0;0.96;0.433;0.243
Colombia;147.279;7.016;0.97;0.485;0.234
Colombia;151.741;3.793;0.97;0.435;0.233
Colombia;137.925;3.773;0.97;0.446;0.233
Colombia;101.154;3.007;0.97;0.487;0.229
Colombia;114.754;3.675;0.97;0.423;0.226
Colombia;110.784;3.341;0.98;0.451;0.225
Colombia;111.236;3.891;0.99;0.458;0.224
Colombia;121.711;3.95;1;0.55;0.225
Colombia;130.004;3.125;1.01;0.524;0.22
Colombia;135.704;3.066;1.02;0.546;0.218
Colombia;139.654;2.594;1.02;0.458;0.222
Colombia;150.345;3.4;1.03;0.464;0.23
Colombia;154.787;3.203;1.04;0.494;0.228
Colombia;166.952;0;1.04;0.455;0.224
Colombia;159.602;6.191;1.04;0.643;0.221
Colombia;166.009;3.243;1.04;0.571;0.22
Colombia;168.406;3.42;1.03;0.522;0.22
Colombia;152.664;2.968;1.03;0.435;0.217
Colombia;98.54;3.066;1.02;0.405;0.212
Colombia;119.117;3.243;1.02;0.405;0.209
Colombia;134.092;2.968;1.03;0.428;0.212
Colombia;164.535;3.125;1.03;0.496;0.214
Colombia;137.905;3.675;1.04;0.565;0.216
Colombia;141.521;3.282;1.04;0.518;0.216
Colombia;124.03;2.594;1.04;0.528;0.215
Colombia;162.255;3.341;1.05;0.493;0.217
Colombia;148.596;3.773;1.05;0.675;0.216
Colombia;170.45;3.4;1.06;0.603;0.217
Colombia;168.406;3.243;1.06;0.703;0.213
Colombia;172.337;3.891;1.06;0.703;0.209
Colombia;160.643;3.027;1.06;0.516;0.209
Colombia;180.159;3.813;1.06;0.531;0.208
Colombia;160.486;4.265;1.06;0.514;0.209
Colombia;171.315;3.695;1.06;0.587;0.208
Colombia;219.858;3.4;1.06;0.533;0.205
Colombia;197.1;4.107;1.06;0.743;0.203
Colombia;216.831;3.518;1.05;0.636;0.202
Colombia;179.569;3.95;1.04;0.735;0.198
Colombia;195.252;2.712;1.03;0.503;0.201
Colombia;120.591;3.813;1.02;0.51;0.2
Colombia;170.863;3.262;1.01;0.654;0.199
Colombia;194.388;3.852;1.01;0.495;0.201
Colombia;191.734;3.852;1;0.701;0.208
Colombia;171.256;3.734;0.99;0.539;0.211
Colombia;146.218;3.852;0.98;0.496;0.214
Colombia;101.743;3.596;0.98;0.706;0.211
Colombia;123.657;3.027;0.98;0.542;0.207
Colombia;195.94;3.616;0.98;0.591;0.207
Colombia;170.706;3.518;0.98;0.603;0.205
Colombia;170.686;3.498;0.98;0.542;0.199
Colombia;175.639;3.144;0.98;0.74;0.2
Colombia;139.772;3.97;0.98;0.403;0.199
Colombia;127.174;3.773;0.97;0.544;0.202
Colombia;116.169;3.105;0.98;0.476;0.202
Colombia;135.114;3.577;0.98;0.61;0.205
Colombia;147.142;3.891;0.99;0.496;0.203
Colombia;156.32;3.302;1;0.607;0.205
Colombia;138.534;3.439;1;0.519;0.202
Colombia;155.73;3.596;1.01;0.527;0.201
Colombia;128.963;3.773;1.02;0.495;0.2
Colombia;147.692;3.891;1.02;0.673;0.197
Colombia;166.991;3.596;1.03;0.53;0.198
Colombia;186.625;3.125;1.04;0.62;0.198
Colombia;196.982;3.832;1.05;0.629;0.2
Colombia;178.901;3.675;1.05;0.691;0.203
Colombia;172.219;3.596;1.04;0.56;0.207
Colombia;165.675;3.577;1.04;0.521;0.204
Colombia;156.949;3.302;1.04;0.575;0.21
Colombia;182.714;3.596;1.04;0.682;0.209
Colombia;181.456;3.695;1.04;0.627;0.21
Colombia;182.478;3.184;1.04;0.616;0.209
Colombia;189.494;3.262;1.04;0.614;0.211
Colombia;174.007;3.439;1.04;0.5;0.208
Colombia;117.859;3.675;1.04;0.457;0.213
Colombia;147.594;3.203;1.04;0.397;0.213
Colombia;147.849;2.948;1.05;0.604;0.213
Colombia;152.861;3.459;1.06;0.721;0.208
Colombia;176.837;3.636;1.07;0.633;0.213
Colombia;160.427;3.872;1.08;0.618;0.215
Colombia;171.02;3.675;1.09;0.599;0.218
Colombia;171.806;2.791;1.1;0.579;0.22
Colombia;199.085;3.164;1.11;0.614;0.223
Colombia;234.912;4.009;1.12;0.603;0.225
Colombia;239.688;4.461;1.13;0.742;0.235
Colombia;260.933;4.559;1.13;0.911;0.237
Colombia;274.945;4.894;1.13;0.756;0.241
Colombia;219.327;4.068;1.13;0.608;0.241
Colombia;213.137;4.029;1.12;0.56;0.241
Colombia;246.173;4.933;1.12;0.689;0.241
Colombia;279.721;4.776;1.12;0.975;0.242
Colombia;293.615;5.503;1.11;0.89;0.238
Colombia;293.635;4.638;1.11;0.625;0.243
Colombia;200.382;4.972;1.09;0.466;0.241
Colombia;188.551;4.481;1.09;0.54;0.242
Colombia;182.969;3.99;1.09;0.449;0.244
Colombia;216.478;4.835;1.09;0.759;0.254
Colombia;228.741;5.68;1.09;0.687;0.266
Colombia;320.619;5.975;1.1;0.666;0.276
Colombia;237.899;5.542;1.1;0.45;0.281
Colombia;226.559;5.306;1.1;0.4;0.288
Colombia;184.974;3.931;1.11;0.521;0.299
Colombia;202.642;4.363;1.12;0.624;0.312
Colombia;330.858;4.736;1.13;0.656;0.316
Colombia;330.268;5.798;1.14;0.66;0.318
Colombia;345.421;6.761;1.14;0.654;0.329
Colombia;358.097;7.154;1.14;0.662;0.322
Colombia;310.419;6.937;1.14;0.825;0.322
Colombia;305.348;6.485;1.14;0.828;0.319
Colombia;294.854;6.623;1.14;0.653;0.315
Colombia;278.66;6.505;1.14;0.526;0.31
Colombia;312.443;6.721;1.14;0.733;0.309
Colombia;336.479;7.213;1.14;0.905;0.304
Colombia;414.245;7.409;1.15;0.901;0.306
Colombia;409.863;7.625;;0.771;0.3
Colombia;341.549;7.37;;0.805;0.296
Colombia;289.272;7.331;;0.821;0.291
Colombia;313.249;7.822;;0.897;0.294
Colombia;351.945;7.665;;0.88;0.29
Colombia;301.988;7.763;;1.002;0.284
Colombia;296.229;7.842;;1.037;0.277
Colombia;305.623;7.783;;0.861;0.272
Colombia;245.977;7.704;;0.759;0.264
Ecuador;0.34;;;;
Ecuador;0;;;;
Ecuador;0.057;;;;
Ecuador;0.17;;;;
Ecuador;0.17;;;;
Ecuador;0;;;;
Ecuador;0;;;;
Ecuador;0.057;;;;
Ecuador;0.057;;;;
Ecuador;0;;;;
Ecuador;0.113;;;;
Ecuador;0;;;;
Ecuador;0;;;;
Ecuador;0.623;0.113;;;
Ecuador;0;0;;;
Ecuador;0.51;0;;;
Ecuador;1.19;0;;;
Ecuador;3.004;0;;;
Ecuador;4.988;0.057;2.91;0.011;
Ecuador;9.522;0.113;2.86;0.016;
Ecuador;7.878;0.113;2.75;0.013;
Ecuador;16.04;0.397;2.64;0.027;
Ecuador;10.882;0.227;2.49;0.023;
Ecuador;5.725;0.51;2.35;0.013;
Ecuador;5.158;0.057;2.23;0.016;
Ecuador;13.036;0.34;2.15;0.03;
Ecuador;10.882;0.113;2.07;0.025;
Ecuador;12.923;0.68;1.99;0.021;
Ecuador;5.725;0.567;1.92;0.011;
Ecuador;2.154;0.113;1.88;0.005;
Ecuador;15.757;0.85;1.86;0.035;
Ecuador;28.793;1.02;1.84;0.043;
Ecuador;23.522;1.53;1.78;0.04;
Ecuador;11.619;1.417;1.72;0.02;
Ecuador;5.498;1.53;1.67;0.01;
Ecuador;10.259;0.453;1.65;0.024;
Ecuador;5.725;0.623;1.64;0.019;
Ecuador;0;0;1.65;0.02;
Ecuador;39.846;2.891;1.7;0.04;
Ecuador;29.19;1.7;1.7;0.056;
Ecuador;124.468;1.417;1.69;0.228;
Ecuador;5.441;1.02;1.56;0.031;
Ecuador;11.846;1.02;1.45;0.022;
Ecuador;3.571;1.247;1.37;0.014;
Ecuador;4.194;0.794;1.31;0.015;
Ecuador;14.453;1.077;1.27;0.029;
Ecuador;20.801;0.85;1.23;0.03;
Ecuador;12.753;1.02;1.21;0.022;
Ecuador;32.421;1.984;1.19;0.056;
Ecuador;25.279;1.02;1.16;0.052;
Ecuador;37.408;1.87;1.12;0.081;
Ecuador;15.303;0.737;1.07;0.035;
Ecuador;25.619;0.964;1.04;0.064;
Ecuador;18.874;1.304;0.99;0.101;
Ecuador;653.855;0.907;0.95;;
Ecuador;0;0;0.91;;
Ecuador;0;0;0.89;;
Ecuador;29.53;4.931;0.88;;
Ecuador;57.7;11.789;0.88;0.075;
Ecuador;23.635;0.68;0.88;0.069;
Ecuador;14.68;0.964;0.89;0.038;
Ecuador;79.465;9.239;0.91;0.154;
Ecuador;63.934;17.457;0.92;0.106;
Ecuador;117.553;10.939;0.93;0.272;
Ecuador;132.8;0.283;0.92;0.144;
Ecuador;0;0;0.89;;
Ecuador;0;2.777;0.88;;
Ecuador;0;2.04;0.88;0.085;
Ecuador;0;2.834;0.88;0;
Ecuador;14.34;0.737;0.89;0.049;
Ecuador;27.66;23.239;0.89;0.103;
Ecuador;0;1.02;0.9;0;
Ecuador;51.578;10.316;0.9;0.128;
Ecuador;3.798;0.397;0.91;0.005;
Ecuador;0.907;0.227;0.93;0.004;
Ecuador;54.696;14.51;0.96;0.2;
Ecuador;73.457;5.328;0.98;0.121;
Ecuador;23.749;2.721;0.97;0.078;
Ecuador;22.672;3.571;0.96;0.075;
Ecuador;32.251;2.267;0.96;0.062;
Ecuador;39.846;2.777;0.96;0.089;
Ecuador;25.619;2.891;0.95;0.099;
Ecuador;29.587;6.632;0.95;0.137;
Ecuador;24.372;2.267;0.94;0.066;
Ecuador;28.226;0.68;0.94;0.07;
Ecuador;33.951;5.385;0.94;0.129;
Ecuador;0;0;0.94;0.033;
Ecuador;42.396;4.081;0.95;0.09;
Ecuador;20.858;2.154;0.96;0.044;
Ecuador;5.668;1.19;0.96;0.033;
Ecuador;0;0;0.98;0.029;
Ecuador;29.87;1.36;1.02;0.043;
Ecuador;0;0;1.05;0.138;
Ecuador;74.59;4.534;1.1;0.076;
Ecuador;31.287;2.721;1.1;0.111;
Ecuador;0;0;1.09;0.08;
Ecuador;34.518;2.721;1.11;0.121;
Ecuador;65.351;4.194;1.12;0.048;
Ecuador;22.218;0.737;1.11;0.071;
Ecuador;14.623;1.19;1.1;0.024;
Ecuador;30.55;2.721;1.1;0.084;
Ecuador;29.643;1.7;1.11;0.064;
Ecuador;0;0;1.11;0.124;
Ecuador;75.837;6.121;1.14;0.112;
Ecuador;32.761;2.607;1.12;0.079;
Ecuador;22.388;1.247;1.11;0.051;
Ecuador;32.364;1.87;1.11;0.071;
Ecuador;35.198;2.324;1.11;0.106;
Ecuador;31.004;2.097;1.11;0.072;
Ecuador;34.404;4.534;1.11;0.083;
Ecuador;35.935;3.911;1.11;0.107;
Ecuador;0;0;1.11;0.083;
Ecuador;51.522;3.798;1.13;0.07;
Ecuador;0;0;1.13;0.028;
Ecuador;56.85;2.891;1.16;0.119;
Ecuador;0;0;1.17;0.097;
Ecuador;85.756;3.911;1.21;0.108;
Ecuador;39.676;3.571;1.2;0.113;
Ecuador;40.696;1.02;1.2;0.083;
Ecuador;38.599;0.283;1.2;0.09;
Ecuador;23.239;4.138;1.2;0.075;
Ecuador;43.473;1.417;1.21;0.117;
Ecuador;103.44;2.777;1.22;0.153;
Ecuador;68.639;3.571;1.2;0.155;
Ecuador;67.392;3.457;1.17;0.13;
Ecuador;49.765;3.911;1.15;0.119;
Ecuador;23.975;0.68;1.12;0.057;
Ecuador;23.919;2.267;1.11;0.055;
Ecuador;49.028;2.947;1.1;0.121;
Ecuador;0;0;1.1;0.136;
Ecuador;55.319;1.53;1.12;0.113;
Ecuador;45.174;2.211;1.13;0.091;
Ecuador;124.185;5.215;1.14;0.148;
Ecuador;37.465;0.907;1.12;0.105;
Ecuador;33.384;0.907;1.11;0.075;
Ecuador;62.971;3.798;1.1;0.135;
Ecuador;43.02;1.587;1.09;0.126;
Ecuador;58.72;2.777;1.09;0.158;
Ecuador;61.157;2.437;1.08;0.134;
Ecuador;53.165;1.814;1.07;0.118;
Ecuador;35.765;1.757;1.06;0.096;
Ecuador;34.404;0.283;1.06;0.092;
Ecuador;90.517;2.721;1.07;0.192;
Ecuador;58.947;2.947;1.06;0.13;
Ecuador;50.501;1.19;1.05;0.122;
Ecuador;51.068;1.644;1.04;0.12;
Ecuador;55.943;2.211;1.03;0.117;
Ecuador;37.295;0.453;1.02;0.103;
Ecuador;26.469;0.964;1.02;0.064;
Ecuador;63.368;2.947;1.03;0.191;
Ecuador;51.805;2.211;1.03;0.12;
Ecuador;66.712;1.927;1.03;0.164;
Ecuador;55.829;2.551;1.03;0.142;
Ecuador;49.708;1.927;1.03;0.139;
Ecuador;0;0;1.02;0.05;
Ecuador;45.854;1.757;1.04;0.08;
Ecuador;52.259;2.324;1.06;0.119;
Ecuador;51.182;2.211;1.07;0.122;
Ecuador;94.711;1.7;1.09;0.213;
Ecuador;81.165;1.134;1.09;0.199;
Ecuador;90.857;1.077;1.08;0.257;
Ecuador;50.275;0.34;1.06;0.132;
Ecuador;13.716;0.567;1.04;0.036;
Ecuador;48.858;1.077;1.04;0.123;
Ecuador;87.683;1.87;1.05;0.207;
Ecuador;69.886;1.474;1.04;0.186;
Ecuador;60.42;1.134;1.03;0.17;
Ecuador;72.493;1.984;1.02;0.209;
Ecuador;48.404;0.283;1;0.152;
Ecuador;11.846;0.737;0.99;0.056;
Ecuador;67.449;1.247;1;0.182;
Ecuador;86.946;2.324;1;0.218;
Ecuador;58.55;3.061;0.99;0.199;
Ecuador;55.149;2.721;0.98;0.156;
Ecuador;34.461;1.644;0.97;0.091;
Ecuador;38.542;1.87;0.96;0.133;
Ecuador;29.473;0.68;0.96;0.075;
Ecuador;42;2.607;0.97;0.144;
Ecuador;86.096;2.381;0.99;0.197;
Ecuador;37.975;3.457;0.98;0.118;
Ecuador;52.259;1.87;0.98;0.139;
Ecuador;43.36;1.87;0.98;0.127;
Ecuador;42.056;1.02;0.98;0.116;
Ecuador;6.745;0.057;0.99;0.036;
Ecuador;30.72;0.85;1.01;0.086;
