location;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;new_deaths_per_million;reproduction_rate;new_tests_per_thousand;positive_rate
Paraguay;31,966;0.0;0.401;0.0;1.27;0.073;0.008
Paraguay;33,508;1,542;0.621;0.0;1.33;0.063;0.012
Paraguay;33,508;0.0;0.521;0.0;1.39;0.079;0.009
Paraguay;37,294;3,785;1,062;0.14;1.47;0.063;0.018
Paraguay;46,688;9,394;2,203;0.0;1.5;0.062;0.036
Paraguay;51,875;5,188;2,844;0.0;1.46;0.059;0.045
Paraguay;55.52;3,645;3,365;0.0;1.41;0.048;0.053
Paraguay;58,184;2,664;3,745;0.0;1.38;0.049;0.062
Paraguay;60,427;2,243;3,846;0.0;1.36;0.064;0.063
Paraguay;61,689;1,262;4,026;0.0;1.35;0.082;0.066
Paraguay;64,774;3,084;3,926;0.0;1.35;0.084;0.061
Paraguay;78,934;14.16;4,607;0.0;1.37;0.105;0.066
Paraguay;96.6;17,666;6,389;0.0;1.34;0.112;0.082
Paraguay;99,965;3,365;6,349;0.0;1.27;0.112;0.073
Paraguay;101,507;1,542;6,189;0.0;1.22;0.099;0.066
Paraguay;103,329;1,823;6,129;0.0;1.18;0.107;0.061
Paraguay;103.75;0.421;6,009;0.14;1.15;0.094;0.059
Paraguay;105,713;1,963;5,848;0.0;1.13;0.083;0.057
Paraguay;106,414;0.701;3,926;0.0;1.12;0.094;0.039
Paraguay;109,078;2,664;1,783;0.0;1.11;0.063;0.019
Paraguay;110,199;1,122;1,462;0.0;1.1;0.114;0.016
Paraguay;110.48;0.28;1,282;0.0;1.1;0.043;0.015
Paraguay;116,228;5,748;1,843;0.0;1.1;0.097;0.022
Paraguay;116,789;0.561;1,863;0.0;1.09;0.059;0.024
Paraguay;117,209;0.421;1,642;0.0;1.09;0.062;0.022
Paraguay;117.49;0.28;1,582;0.0;1.09;0.124;0.02
Paraguay;119,172;1,682;1,442;0.0;1.1;0.131;0.016
Paraguay;120,855;1,682;1,522;0.0;1.11;0.141;0.016
Paraguay;121,275;0.421;1,542;0.0;1.12;0.057;0.016
Paraguay;122,958;1,682;0.961;0.0;1.14;0.134;0.01
Paraguay;123,939;0.981;1,021;0.0;1.16;0.083;0.01
Paraguay;126,182;2,243;1,282;0.0;1.18;0.093;0.012
Paraguay;128,566;2,383;1,582;0.0;1.2;0.128;0.014
Paraguay;135,155;6.59;2,283;0.0;1.23;0.114;0.021
Paraguay;138.24;3,084;2,484;0.0;1.22;0.119;0.024
Paraguay;139,502;1,262;2,604;0.0;1.21;0.116;0.023
Paraguay;142,025;2,524;2,724;0.0;1.21;0.178;0.023
Paraguay;150,017;7,992;3,725;0.0;1.22;0.137;0.029
Paraguay;152.26;2,243;3,725;0.0;1.21;0.162;0.027
Paraguay;152.4;0.14;3,405;0.0;1.19;0.143;0.025
Paraguay;152,821;0.421;2,524;0.0;1.2;0.156;0.017
Paraguay;159.13;6,309;2,984;0.0;1.21;0.162;0.02
Paraguay;160,532;1,402;3,004;0.0;1.21;0.198;0.019
Paraguay;166,421;5,889;3,485;0.0;1.21;0.153;0.022
Paraguay;168,524;2,103;2,644;0.0;1.2;0.234;0.015
Paraguay;172,449;3,926;2,884;0.0;1.2;0.223;0.016
Paraguay;175,814;3,365;3,345;0.0;1.19;0.258;0.017
Paraguay;176,796;0.981;3,425;0.0;1.19;0.207;0.017
Paraguay;180,721;3,926;3,084;0.0;1.19;0.207;0.015
Paraguay;181,703;0.981;3,024;0.14;1.19;0.091;0.015
Paraguay;182,684;0.981;2,323;0.14;1.2;0.175;0.012
Paraguay;183,385;0.701;2,123;0.0;1.21;0.168;0.011
Paraguay;186.47;3,084;2,003;0.0;1.24;0.206;0.011
Paraguay;187,311;0.841;1,642;0.0;1.26;0.228;0.009
Paraguay;190,956;3,645;2,023;0.0;1.29;0.217;0.011
Paraguay;193.34;2,383;1,803;0.0;1.32;0.163;0.01
Paraguay;195,162;1,823;1,923;0.0;1.36;0.127;0.01
Paraguay;199,368;4,206;2,383;0.0;1.4;0.219;0.013
Paraguay;214.23;14,861;4,406;0.0;1.45;0.19;0.023
Paraguay;219,978;5,748;4,787;0.0;1.45;0.221;0.025
Paraguay;239,887;19,909;7,511;0.0;1.47;0.223;0.039
Paraguay;272,274;32,387;11,617;0.28;1.45;0.229;0.059
Paraguay;298,211;25,938;14,982;0.0;1.4;0.191;0.075
Paraguay;307,184;8,973;16,003;0.14;1.35;0.149;0.079
Paraguay;311.39;4,206;16,003;0.14;1.3;0.185;0.081
Paraguay;316,858;5,468;14,661;0.28;1.27;0.189;0.074
Paraguay;322,887;6,029;14,701;0.0;1.25;0.228;0.074
Paraguay;329,336;6,449;12,778;0.0;1.24;0.248;0.063
Paraguay;334,383;5,047;8,873;0.14;1.23;0.279;0.042
Paraguay;340,272;5,889;6,009;0.0;1.22;0.253;0.027
Paraguay;344,338;4,066;5,308;0.0;1.22;0.208;0.023
Paraguay;350,787;6,449;5,628;0.0;1.23;0.291;0.023
Paraguay;358,078;7,291;5,889;0.0;1.24;0.215;0.024
Paraguay;369,855;11,777;6.71;0.0;1.25;0.283;0.026
Paraguay;383,595;13.74;7,751;0.0;1.26;0.31;0.03
Paraguay;395,372;11,777;8,713;0.14;1.26;0.3;0.033
Paraguay;413,318;17,946;10,435;0.14;1.26;0.272;0.039
Paraguay;417,804;4,486;10,495;0.421;1.25;0.163;0.04
Paraguay;430,983;13,179;11,457;0.0;1.26;0.264;0.044
Paraguay;448,368;17,385;12,899;0.0;1.26;0.243;0.049
Paraguay;468,557;20,189;14.1;0.28;1.26;0.284;0.054
Paraguay;484,681;16,123;14,441;0.14;1.25;0.312;0.055
Paraguay;508,796;24,115;16,203;0.14;1.25;0.346;0.06
Paraguay;521,694;12,899;15,482;0.28;1.23;0.328;0.056
Paraguay;525.48;3,785;15,382;0.28;1.23;0.171;0.055
Paraguay;535,154;9,674;14,882;0.28;1.23;0.237;0.054
Paraguay;560,811;25,657;16,063;0.14;1.24;0.258;0.058
Paraguay;576,654;15,843;15,442;0.0;1.24;0.304;0.055
Paraguay;592,216;15,563;15,362;0.28;1.23;0.281;0.056
Paraguay;606,797;14,581;14.0;0.28;1.23;0.261;0.053
Paraguay;623,061;16,264;14,481;0.14;1.24;0.232;0.058
Paraguay;637,642;14,581;16,023;0.28;1.24;0.238;0.062
Paraguay;655,307;17,666;17,165;0.28;1.25;0.237;0.066
Paraguay;682,226;26,919;17,345;0.14;1.26;0.264;0.067
Paraguay;730,035;47,809;21,912;0.14;1.26;0.355;0.082
Paraguay;748,402;18,367;22,312;0.28;1.25;0.315;0.082
Paraguay;769,012;20.61;23,174;0.421;1.24;0.154;0.09
Paraguay;791,304;22,292;24,035;0.0;1.24;0.142;0.099
Paraguay;802.52;11,216;23,554;0.421;1.24;0.149;0.102
Paraguay;820,466;17,946;23,594;0.561;1.24;0.186;0.106
Paraguay;849,628;29,162;23,915;0.28;1.25;0.24;0.109
Paraguay;893,792;44,164;23,394;0.701;1.26;0.204;0.118
Paraguay;912,439;18,647;23,434;0.421;1.26;0.14;0.135
Paraguay;940,059;27.62;24,435;0.421;1.27;0.143;0.142
Paraguay;968.38;28,321;25,297;0.421;1.28;0.156;0.145
Paraguay;1,014,226;45,846;30,244;0.981;1.29;0.255;0.16
Paraguay;1,054,184;39,958;33,388;0.561;1.29;0.303;0.162
Paraguay;1,124,145;69,961;39,217;0.981;1.3;0.298;0.183
Paraguay;1176.16;52,015;40,338;0.561;1.3;0.248;0.183
Paraguay;1,264,909;88,748;50,353;1,542;1.3;0.43;0.192
Paraguay;1,315,242;50,333;53,597;2,664;1.28;0.291;0.189
Paraguay;1,372,725;57,483;57,764;1,542;1.27;0.416;0.181
Paraguay;1,420,954;48.23;58,104;0.981;1.26;0.311;0.177
Paraguay;1486.99;66,035;61,829;2,243;1.26;0.428;0.179
Paraguay;1,560,877;73,887;62.39;0.561;1.25;0.373;0.175
Paraguay;1,656,775;95,899;68,659;0.701;1.25;0.531;0.173
Paraguay;1,757,581;100,806;70,382;1,682;1.24;0.442;0.177
Paraguay;1818.99;61,409;71,964;1,402;1.22;0.321;0.179
Paraguay;1,855,302;36,313;68.94;1,823;1.21;0.251;0.182
Paraguay;1,907,037;51,735;69.44;1,963;1.2;0.324;0.182
Paraguay;1,994,804;87,767;72,545;1,682;1.21;0.297;0.2
Paraguay;2,085,095;90,291;74,888;2,243;1.2;0.397;0.204
Paraguay;2,143,699;58,605;69,561;2,524;1.2;0.306;0.208
Paraguay;2,225,438;81,738;66,837;2,103;1.2;0.439;0.2
Paraguay;2,309,699;84,262;70,101;1,963;1.19;0.37;0.206
Paraguay;2,398,167;88,468;77,552;1,963;1.19;0.226;0.23
Paraguay;2476.26;78,093;81,318;2,524;1.19;0.322;0.241
Paraguay;2,571,037;94,777;82,319;3,084;1.19;0.433;0.231
Paraguay;2,683,199;112,162;85,444;1,402;1.18;0.43;0.237
Paraguay;2,798,306;115,106;93,515;2,103;1.18;0.439;0.246
Paraguay;2,895,747;97,441;95,758;3,505;1.18;0.346;0.261
Paraguay;3,066,373;170,627;108,096;1,963;1.17;0.317;0.301
Paraguay;3,152,598;86,225;107,776;3,225;1.16;0.381;0.283
Paraguay;3,274,154;121,556;113,985;1,963;1.15;0.386;0.292
Paraguay;3,394,868;120,715;117.69;1,963;1.14;0.423;0.302
Paraguay;3,508,713;113,845;117,931;1,542;1.13;0.374;0.309
Paraguay;3,593,536;84,823;113,604;1,542;1.12;0.372;0.306
Paraguay;3,717,054;123,519;117.33;1,542;1.12;0.422;0.307
Paraguay;3,830,899;113,845;109,218;2,524;1.11;0.52;0.266
Paraguay;3,900,019;69.12;106,774;1,542;1.11;0.418;0.256
Paraguay;3977.13;77,111;100,425;1,963;1.11;0.354;0.244
Paraguay;4,107,659;130,529;101,827;1,823;1.11;0.435;0.246
Paraguay;4,264,826;157,167;108,016;1,963;1.1;0.498;0.25
Paraguay;4,362,127;97,301;109,799;2,524;1.1;0.374;0.254
Paraguay;4,504,292;142,166;112,463;3,785;1.09;0.481;0.256
Paraguay;4,628,792;124.5;113,985;3,505;1.08;0.435;0.266
Paraguay;4,699,595;70,802;114,225;3,225;1.07;0.351;0.273
Paraguay;4,803,345;103.75;118,031;2,383;1.07;0.289;0.289
Paraguay;4882.98;79,635;110.76;4,066;1.06;0.408;0.273
Paraguay;4987.15;104,171;103,189;3,084;1.06;0.417;0.262
Paraguay;5,103,939;116,789;105,973;2,243;1.06;0.383;0.268
Paraguay;5,219,186;115,247;102,128;2,524;1.06;0.346;0.272
Paraguay;5,316,767;97,581;98,282;2,944;1.06;0.425;0.263
Paraguay;5,423,601;106,834;103.43;2,944;1.06;0.371;0.274
Paraguay;5,528,473;104,872;103.59;2,103;1.06;0.39;0.265
Paraguay;5,622,269;93,796;105,613;3,225;1.05;0.289;0.282
Paraguay;5,714,382;92,113;103.89;2,243;1.06;0.412;0.278
Paraguay;5,860,333;145,951;108,056;1,682;1.06;0.479;0.279
Paraguay;5,984,412;124,079;109,318;2,944;1.05;0.368;0.28
Paraguay;6,092,088;107,676;110.76;3,225;1.05;0.382;0.288
Paraguay;6,194,436;102,348;110,119;2,243;1.04;0.314;0.293
Paraguay;6,269,164;74,728;105,813;2,524;1.04;0.281;0.293
Paraguay;6,399,833;130,669;111,081;2,664;1.04;0.402;0.295
Paraguay;6,510,313;110.48;113,704;3,225;1.04;0.443;0.298
Paraguay;6,633,831;123,519;110.5;3,225;1.04;0.424;0.296
Paraguay;6,768,286;134,454;111,982;4,627;1.03;0.435;0.292
Paraguay;6,866,848;98,563;110.68;2,804;1.03;0.406;0.286
Paraguay;6,964,569;97,721;110,019;1,682;1.03;0.405;0.275
Paraguay;7,058,365;93,796;112,743;2,664;1.02;0.404;0.27
Paraguay;7,177,958;119,593;111,161;1,682;1.02;0.382;0.268
Paraguay;7,268,809;90,851;108,357;3,225;1.02;0.425;0.263
Paraguay;7,374,101;105,292;105,753;2,664;1.02;0.41;0.258
Paraguay;7,498,321;124.22;104,291;2,103;1.02;0.417;0.256
Paraguay;7,573,049;74,728;100,886;1,963;1.01;0.411;0.247
Paraguay;7,672,453;99,404;101,126;1,262;1.01;0.377;0.25
Paraguay;7774.52;102,068;102,308;2,664;1.01;0.316;0.262
Paraguay;7,861,586;87,066;97,661;3,365;1.01;0.425;0.246
Paraguay;7,966,177;104,591;99,624;2,664;1.01;0.386;0.254
Paraguay;8,065,301;99,123;98,743;1,682;1.01;0.398;0.253
Paraguay;8,168,069;102,769;95,678;2,243;1.01;0.4;0.247
Paraguay;8,277,988;109,919;100,706;2,103;1.01;0.421;0.259
Paraguay;8355.24;77,252;97,541;2,243;1.01;0.354;0.253
Paraguay;8,427,444;72,204;93,275;3,365;1.0;0.34;0.24
Paraguay;8,490,255;62,811;89.81;1,963;1.01;0.34;0.238
Paraguay;8,593,024;102,769;89,549;1,682;1.01;0.398;0.236
Paraguay;8,699,578;106,554;90,611;1,963;1.01;0.44;0.235
Paraguay;8,776,129;76,551;86,866;1,963;1.01;0.421;0.224
Paraguay;8,858,708;82,579;82.96;2,383;1.0;0.401;0.215
Paraguay;8,935,259;76,551;82.86;1,963;1.0;0.374;0.214
Paraguay;8,994,845;59,586;81,057;1,542;1.0;0.215;0.219
Paraguay;9061.02;66,176;81,538;1,682;1.01;0.421;0.214
Paraguay;9,149,348;88,328;79,475;1,823;1.01;0.382;0.21
Paraguay;9,222,254;72,905;74,668;1,122;1.01;0.396;0.2
Paraguay;9,320,816;98,563;77,813;1,402;1.02;0.411;0.21
Paraguay;9,385,309;64,493;75,229;0.981;1.02;0.369;0.205
Paraguay;9,476,161;90,851;77,272;1,542;1.02;0.362;0.212
Paraguay;9,526,493;50,333;75.95;1,682;1.02;0.349;0.198
Paraguay;9,603,465;76,971;77,492;1,963;1.03;0.314;0.21
Paraguay;9,688,848;85,383;77,071;2,243;1.04;0.378;0.209
Paraguay;9,765,539;76,691;77,612;1,542;1.04;0.37;0.213
Paraguay;9,869,149;103.61;78,333;1,823;1.05;0.408;0.215
Paraguay;9,963,505;94,356;82,599;1,823;1.05;0.363;0.227
Paraguay;10,034,868;71,363;79,815;2,524;1.05;0.217;0.233
Paraguay;10,108,475;73,606;83.14;2,103;1.05;0.456;0.232
Paraguay;10,214,748;106,274;87,326;1,542;1.06;0.407;0.235
Paraguay;10,324,387;109,639;90,791;1,542;1.06;0.422;0.24
Paraguay;10,444,401;120,014;96.98;1,682;1.07;0.457;0.249
Paraguay;10,523,335;78,934;93,455;1,542;1.06;0.354;0.245
Paraguay;10,635,357;112,022;95,979;0.701;1.06;0.385;0.249
Paraguay;10,722,142;86,785;98,182;0.701;1.06;0.404;0.238
Paraguay;10,805,703;83,561;99,604;1,122;1.07;0.387;0.248
Paraguay;10,920,529;114,826;100,826;1,682;1.07;0.422;0.249
Paraguay;11,058,909;138.38;104,932;1,963;1.07;0.44;0.258
Paraguay;11,148,498;89.59;100,585;1,823;1.07;0.507;0.243
Paraguay;11,277,345;128,846;107,716;2,243;1.07;0.492;0.248
Paraguay;11,374,786;97,441;105,633;1,542;1.06;0.513;0.234
Paraguay;11,483,443;108,657;108,757;1,682;1.06;0.442;0.238
Paraguay;11,556,068;72,625;107,195;1,823;1.06;0.431;0.231
Paraguay;11,703,982;147,914;111,922;2,103;1.07;0.532;0.233
Paraguay;11,844,605;140,623;112,242;1,682;1.07;0.57;0.225
Paraguay;11,984,107;139,502;119,373;1,823;1.07;0.588;0.234
Paraguay;12,127,394;143,287;121,436;2,383;1.06;0.583;0.232
Paraguay;12,227,499;100,105;121,816;2,804;1.05;0.572;0.229
Paraguay;12,326,622;99,123;120,454;2,804;1.05;0.574;0.219
Paraguay;12,439,205;112,583;126,162;2,664;1.05;0.548;0.223
Paraguay;12,537,066;97,861;119,012;2,103;1.05;0.537;0.21
Paraguay;12,638,713;101,647;113,444;1,963;1.05;0.55;0.201
Paraguay;12,752,558;113,845;109,779;1,823;1.05;0.557;0.196
Paraguay;12,914,492;161,934;112,443;1,823;1.05;0.562;0.202
Paraguay;13,026,654;112,162;114,165;1,402;1.05;0.534;0.207
Paraguay;13120.45;93,796;113,404;2,243;1.05;0.54;0.207
Paraguay;13,210,319;89.87;110,159;2,524;1.05;0.496;0.204
Paraguay;13,368,749;158,429;118,812;2,804;1.05;0.492;0.223
Paraguay;13,488,762;120,014;121,436;3,225;1.05;0.522;0.23
Paraguay;13,603,588;114,826;121,576;2,524;1.05;0.509;0.233
Paraguay;13,781,365;177,777;123,839;2,524;1.05;0.544;0.238
Paraguay;13902.08;120,715;125,061;3,084;1.04;0.527;0.241
Paraguay;13,990,688;88,608;124.32;2,243;1.04;0.455;0.245
Paraguay;14,106,075;115,387;127,965;2,103;1.03;0.516;0.251
Paraguay;14,236,743;130,669;123,999;2,383;1.03;0.5;0.243
Paraguay;14,352,691;115,948;123,418;2,524;1.03;0.498;0.243
Paraguay;14,487,005;134,314;126,202;2,243;1.02;0.509;0.249
Paraguay;14,565,379;78,373;112,002;0.0;1.02;0.548;0.221
Paraguay;14,603,794;38,416;100,245;2,804;1.02;0.245;0.215
Paraguay;14,640,247;36,453;92,794;1,963;1.02;0.301;0.208
Paraguay;14773.72;133,473;95,378;1,963;1.03;0.41;0.222
Paraguay;14,880,554;106,834;91,973;2,524;1.04;0.462;0.217
Paraguay;14,995,801;115,247;91,873;3,084;1.04;0.368;0.226
Paraguay;15,132,358;136,557;92,193;2,804;1.04;0.459;0.231
Paraguay;15,190,823;58,465;89,349;0.0;1.04;0.436;0.233
Paraguay;15,242,558;51,735;91,252;2,383;1.04;0.146;0.247
Paraguay;15292.33;49,772;93,155;1,823;1.05;0.178;0.265
Paraguay;15,399,445;107,115;89,389;1,823;1.07;0.36;0.26
Paraguay;15,533,899;134,454;93,335;2,243;1.08;0.399;0.279
Paraguay;15,659,801;125,902;94,857;2,243;1.09;0.422;0.277
Paraguay;15,822,716;162,916;98,623;2,103;1.1;0.421;0.292
Paraguay;15,982,267;159,551;113,063;2,804;1.1;0.457;0.332
Paraguay;16,126,956;144,689;126,343;2,103;1.1;0.441;0.33
Paraguay;16226.08;99,123;133,393;2,524;1.09;0.422;0.32
Paraguay;16,338,522;112,443;134,154;2,103;1.09;0.348;0.323
Paraguay;16,486,436;147,914;136,077;2,383;1.1;0.407;0.326
Paraguay;16,626,919;140,483;138.16;1,963;1.1;0.437;0.33
Paraguay;16,773,852;146,932;135,876;2,103;1.1;0.443;0.322
Paraguay;16,934,945;161,093;136,097;1,823;1.1;0.436;0.325
Paraguay;17,055,379;120,434;132,632;2,243;;0.477;0.313
Paraguay;17,127,162;71,784;128,726;1,402;;0.437;0.302
Paraguay;17,187,169;60,007;121,235;1,823;;0.44;0.276
Paraguay;17,295,265;108,096;115,547;2,383;;0.454;0.259
Paraguay;17,447,806;152,541;117.27;2,944;;0.484;0.259
Paraguay;17,597,963;150,157;117.73;1,963;;0.453;0.259
Paraguay;17,717,416;119,453;111,782;2,103;;0.478;0.243
Paraguay;17817.1;99,684;108,817;3,084;;;0.257
Paraguay;17,897,156;80,056;109,999;1,402;;0.441;0.28
Paraguay;17997.26;100,105;115,727;2,103;;;
Peru;0.03;0.03;;;;0.002;
Peru;0.03;0.0;;;;0.002;
Peru;0.182;0.152;;;;0.003;
Peru;0.212;0.03;;;;0.007;
Peru;0.334;0.121;;;;0.012;
Peru;0.334;0.0;0.048;;;0.013;
Peru;0.455;0.121;0.065;;;0.015;0.036
Peru;0.849;0.394;0.117;;;0.014;0.039
Peru;1,152;0.303;0.16;;;0.013;0.04
Peru;1,304;0.152;0.16;;;0.01;0.047
Peru;2,608;1,304;0.342;;;0.022;0.061
Peru;3,548;0.94;0.459;;;0.021;0.067
Peru;4,398;0.849;0.581;;1.89;0.025;0.065
Peru;7,097;2,699;0.949;;1.89;0.026;0.066
Peru;7,097;0.0;0.893;0.091;1.88;0.038;0.063
Peru;9,645;2,548;1,213;0.061;1.88;0.027;0.064
Peru;11,009;1,365;1,386;0.0;1.87;0.018;0.067
Peru;11.98;0.971;1,339;0.0;1.86;0.032;0.065
Peru;12,617;0.637;1,295;0.061;1.86;0.03;0.065
Peru;14,558;1,941;1,451;0.061;1.86;0.039;0.072
Peru;17,591;3,033;1,499;0.0;1.86;0.032;0.082
Peru;19,259;1,668;1,737;0.061;1.86;0.032;0.094
Peru;20,351;1,092;1,529;0.152;1.86;0.029;0.107
Peru;25.84;5.49;2,119;0.061;1.87;0.02;0.118
Peru;28,812;2,972;2,405;0.182;1.87;0.041;0.134
Peru;32.3;3,488;2,812;0.182;1.87;0.039;0.158
Peru;40,125;7,825;3,652;0.243;1.87;0.043;0.197
Peru;42,885;2.76;3,613;0.516;1.86;0.04;0.226
Peru;48,375;5.49;4,159;0.182;1.86;0.039;0.255
Peru;52,954;4.58;4,658;0.364;1.86;0.039;0.281
Peru;69.18;16,226;6,191;0.303;1.86;0.02;0.299
Peru;77,672;8,492;6.98;0.273;1.86;0.054;0.332
Peru;89,592;11,919;8,184;0.455;1.85;0.048;0.349
Peru;131,688;42,097;13.08;0.425;1.84;0.048;0.348
Peru;159,409;27,721;16,646;0.516;1.82;0.037;0.35
Peru;178.85;19,441;18,639;0.94;1.8;0.032;0.359
Peru;207,692;28,843;22,105;0.364;1.78;0.044;0.36
Peru;228,043;20,351;22,695;0.364;1.76;0.027;0.361
Peru;296,738;68,695;31,295;0.698;1.74;0.043;0.355
Peru;312,479;15,741;31,841;0.425;1.72;0.041;0.353
Peru;348,024;35,545;30,905;0.728;1.7;0.044;0.365
Peru;378,838;30,814;31,347;0.607;1.68;0.05;0.377
Peru;409,107;30,268;32,894;0.789;1.66;0.056;0.366
Peru;437,343;28,236;32,807;1,456;1.64;0.051;0.368
Peru;473.98;36,637;35,134;1,577;1.62;0.033;0.369
Peru;495,119;21,139;28.34;1,365;1.61;0.059;0.37
Peru;540,977;45,857;32,643;1,183;1.59;0.07;0.36
Peru;583,831;42,855;33,687;1,395;1.58;0.063;0.354
Peru;634,299;50,467;36,494;1,274;1.57;0.08;0.344
Peru;656.56;22,261;35,351;1.88;1.56;0.064;0.339
Peru;768,262;111,701;47,274;2,002;1.55;0.061;0.335
Peru;834.56;66,299;51,511;0.849;1.53;0.028;0.336
Peru;870,409;35,849;53,613;1,638;1.52;0.071;0.333
Peru;945,959;75,549;57,855;2,184;1.5;0.07;0.333
Peru;1029.09;83,132;63,608;2,699;1.49;0.076;0.334
Peru;1,121,442;92,352;69,592;3,276;1.48;0.073;0.34
Peru;1,227,077;105,636;81,502;2,214;1.46;0.055;0.345
Peru;1290.01;62,932;74,535;2,305;1.45;0.073;0.342
Peru;1,392,946;102,936;79,769;2,608;1.43;0.029;0.345
Peru;1,436,741;43,795;80,905;1,759;1.42;0.082;0.342
Peru;1,552,506;115,765;86.65;3,033;1.4;0.086;0.344
Peru;1662.54;110,033;90,493;2,699;1.39;0.083;0.341
Peru;1775.03;112.49;93.37;2,851;1.38;0.082;0.336
Peru;1,875,752;100,722;92,668;2,639;1.36;0.101;0.334
Peru;1,971,834;96,082;97,403;3,033;1.35;0.072;0.339
Peru;2,041,348;69,514;92,629;2,275;1.34;0.027;0.337
Peru;2,087,296;45,948;92,936;2,184;1.33;0.101;0.339
Peru;2,185,471;98,175;90,423;2,912;1.32;0.097;0.343
Peru;2,314,277;128,807;93,105;3,397;1.31;0.107;0.345
Peru;2,444,631;130,354;95,657;2,972;1.3;0.103;0.345
Peru;2,562,641;118.01;98,127;3,791;1.29;0.13;0.337
Peru;2,685,352;122,711;101,931;3,973;1.28;0.093;0.331
Peru;2,798,539;113,187;108.17;3,791;1.28;0.048;0.322
Peru;2,879,214;80,675;113,131;4,276;1.27;0.126;0.314
Peru;3,017,211;137,997;118.82;3,791;1.26;0.154;0.295
Peru;3,154,813;137,602;120,076;3,336;1.25;0.137;0.287
Peru;3,298,845;144,032;122,031;3,761;1.24;0.108;0.284
Peru;3,387,678;88,833;117,862;2,912;1.24;0.159;0.27
Peru;3,510,692;123,014;117,906;3,912;1.23;0.099;0.268
Peru;3,638,225;127,533;119,955;2,517;1.22;0.039;0.272
Peru;3,760,147;121,922;125,848;5,247;1.22;0.136;0.275
Peru;3,935,206;175,058;131,142;4,822;1.21;0.146;0.283
Peru;4121.85;186,644;138,148;5,914;1.2;0.135;0.279
Peru;4,300,002;178,152;143,022;3,518;1.2;0.14;0.274
Peru;4,497,322;197.32;158,521;3,973;1.19;0.152;0.28
Peru;4,721,331;224,009;172,948;4,276;1.18;0.096;0.281
Peru;4,988,377;267,046;192,879;4,094;1.17;0.057;0.272
Peru;5,157,097;168.72;199,564;3,882;1.16;0.143;0.27
Peru;5,403,549;246,453;209,763;4,034;1.15;0.148;0.266
Peru;5,426,266;22,716;186,345;3,852;1.13;0.115;0.268
Peru;5,556,195;129,929;179,456;4,155;1.12;0.148;0.262
Peru;5,683,637;127,442;169,474;3,973;1.12;0.128;0.264
Peru;5815.81;132,173;156,354;4,216;1.11;0.1;0.263
Peru;5,960,085;144,275;138,815;4,974;1.1;0.049;0.271
Peru;6,056,561;96,476;128,495;3,215;1.1;0.145;0.27
Peru;6179.09;122,529;110,791;5,065;1.09;0.136;0.271
Peru;6,333,373;154,283;129,587;5,004;1.09;0.124;0.274
Peru;6,514,285;180,912;136.87;5,611;1.08;0.151;0.281
Peru;6,514,285;0.0;118,664;0.0;1.08;0.143;0.281
Peru;6,695,076;180,791;125,609;6,672;1.07;0.109;0.281
Peru;6,967,641;272,566;143,937;11,525;1.07;0.035;0.283
Peru;7,066,392;98,751;144,262;5,217;1.06;0.147;0.289
Peru;7,192,682;126.29;144,799;5,944;1.06;0.143;0.296
Peru;7,306,476;113,794;139,015;6,096;1.05;0.179;0.295
Peru;7,412,021;105,545;128,248;6,187;1.05;0.143;0.295
Peru;7,519,294;107,273;143,573;6,035;1.05;0.153;0.302
Peru;7,622,806;103,513;132,533;6,096;1.04;0.122;0.302
Peru;7731.93;109,123;109,184;5,581;1.04;0.056;0.301
Peru;7,808,086;76,156;105,956;5,399;1.04;0.142;0.301
Peru;7,910,082;101,996;102,486;5.49;1.04;0.176;0.291
Peru;8,027,728;117,646;103,036;5.52;1.04;0.138;0.292
Peru;8,146,405;118,677;104,912;5,308;1.04;0.152;0.298
Peru;8,260,502;114,097;105,887;5,399;1.04;0.166;0.297
Peru;8,370,444;109,942;106,805;5,944;1.04;0.126;0.298
Peru;8,474,472;104,028;106,078;5.52;1.04;0.069;0.293
Peru;8,563,821;89,349;107,962;5,672;1.04;0.073;0.294
Peru;8,650,198;86,377;105,731;5,247;1.04;0.169;0.304
Peru;8,749,192;98,994;103,066;5.55;1.05;0.173;0.3
Peru;8,856,162;106.97;101,394;5,611;1.05;0.168;0.285
Peru;8,965,194;109,032;100.67;5.49;1.05;0.16;0.274
Peru;9,070,769;105,575;100,046;5,641;1.05;0.136;0.266
Peru;9,181,106;110,337;100,948;5,368;1.06;0.08;0.267
Peru;9,271,637;90,532;101,117;5.55;1.06;0.17;0.265
Peru;9,380,063;108,426;104,266;5,459;1.06;0.152;0.26
Peru;9,490,248;110,185;105,865;5.49;1.07;0.159;0.26
Peru;9,597,521;107,273;105,909;5.49;1.07;0.157;0.272
Peru;9,694,513;96,992;104,188;5,641;1.07;0.162;0.278
Peru;9,787,441;92,928;102,382;5.52;1.07;0.127;0.285
Peru;9897.11;109,669;102,286;5,702;1.08;0.076;0.291
Peru;10,012,269;115,159;105,805;5,581;1.08;0.2;0.295
Peru;10,125,821;113,551;106,537;5,308;1.09;0.181;0.298
Peru;10,243,618;117,797;107,624;5,702;1.09;0.179;0.304
Peru;10,359,929;116,311;108,915;6,005;1.1;0.193;0.301
Peru;10,479,759;119.83;112,178;5,581;1.1;0.18;0.302
