WKT,Oficina,Distrito,SubZona,Ubigeo,Clientes
"(-77.06893104 -11.98150902 0,-77.06888496 -11.98147104 0,-77.06879784 -11.98062198 0,-77.06563704 -11.981106 0,-77.065083 -11.98442997 0,-77.06871504 -11.98414098 0,-77.06861496 -11.98328301 0,-77.06879316 -11.98326501 0,-77.06868984 -11.982258 0,-77.06884896 -11.98224099 0,-77.06883204 -11.98184598 0,-77.06895984 -11.98183401 0,-77.06893104 -11.98150902 0)",LOS OLIVOS,LOS OLIVOS,017121,150117,9
"(-77.072292 -11.98009197 0,-77.06879784 -11.98062198 0,-77.06888496 -11.98147104 0,-77.06893104 -11.98150902 0,-77.06895984 -11.98183401 0,-77.06883204 -11.98184598 0,-77.06884896 -11.98224099 0,-77.06868984 -11.982258 0,-77.06879316 -11.98326501 0,-77.06861496 -11.98328301 0,-77.06871504 -11.98414098 0,-77.07187584 -11.98379601 0,-77.07221316 -11.98376802 0,-77.07224088 -11.98191897 0,-77.07235284 -11.98146897 0,-77.072292 -11.98009197 0)",LOS OLIVOS,LOS OLIVOS,017122,150117,25
"(-77.07725496 -11.97797697 0,-77.07406284 -11.97869202 0,-77.07228696 -11.978505 0,-77.06622816 -11.97756603 0,-77.06563704 -11.981106 0,-77.06879784 -11.98062198 0,-77.072292 -11.98009197 0,-77.07548016 -11.979567 0,-77.07758616 -11.97950103 0,-77.07725496 -11.97797697 0)",LOS OLIVOS,LOS OLIVOS,017123,150117,13
"(-77.01574788 -11.84463999 0,-77.016384 -11.83867497 0,-77.0116662 -11.82184596 0,-76.9760532 -11.81787876 0,-76.942755 -11.85778404 0,-76.97949192 -11.88678996 0,-77.00274 -11.87443296 0,-77.005917 -11.87181999 0,-77.00741388 -11.86938099 0,-77.00896296 -11.86706304 0,-77.01044616 -11.86668297 0,-77.01069096 -11.86634601 0,-77.01109704 -11.86599204 0,-77.01121404 -11.86642899 0,-77.01127884 -11.86674597 0,-77.01275412 -11.86620102 0,-77.01288516 -11.86583103 0,-77.01366204 -11.86336197 0,-77.01410808 -11.86370496 0,-77.01460416 -11.86326801 0,-77.01618996 -11.86483599 0,-77.01676488 -11.863701 0,-77.01740388 -11.863152 0,-77.01959088 -11.862585 0,-77.02061184 -11.85940404 0,-77.02302996 -11.85759702 0,-77.01574788 -11.84463999 0)",LOS OLIVOS,CARABAYLLO,006117,150106,6
"(-77.07758616 -11.97950103 0,-77.07548016 -11.979567 0,-77.072292 -11.98009197 0,-77.07235284 -11.98146897 0,-77.07224088 -11.98191897 0,-77.07221316 -11.98376802 0,-77.07831696 -11.98326204 0,-77.07758616 -11.97950103 0)",LOS OLIVOS,LOS OLIVOS,017124,150117,28
"(-77.06707488 -12.00530799 0,-77.06678796 -12.007071 0,-77.06622204 -12.00699099 0,-77.06605212 -12.00793104 0,-77.06699712 -12.008079 0,-77.06648808 -12.00967002 0,-77.06876904 -12.01042602 0,-77.07023496 -12.01089501 0,-77.070393 -12.01057596 0,-77.07106692 -12.00916098 0,-77.07160008 -12.00599199 0,-77.06707488 -12.00530799 0)",LOS OLIVOS,LOS OLIVOS,017101,150117,12
"(-77.08476996 -11.98016901 0,-77.08445316 -11.97944199 0,-77.08396896 -11.97833202 0,-77.08316508 -11.97662796 0,-77.07725496 -11.97797697 0,-77.07758616 -11.97950103 0,-77.07831696 -11.98326204 0,-77.07917808 -11.98316799 0,-77.08106592 -11.98301301 0,-77.08584816 -11.982555 0,-77.08476996 -11.98016901 0)",LOS OLIVOS,LOS OLIVOS,017102,150117,19
"(-77.08014792 -11.97000801 0,-77.075829 -11.97194598 0,-77.07725496 -11.97797697 0,-77.08316508 -11.97662796 0,-77.08014792 -11.97000801 0)",LOS OLIVOS,LOS OLIVOS,017103,150117,18
"(-77.08616388 -11.97231696 0,-77.085117 -11.97119097 0,-77.08461084 -11.97050499 0,-77.08410108 -11.96960796 0,-77.08365612 -11.968209 0,-77.083398 -11.96833698 0,-77.08014792 -11.97000801 0,-77.08316508 -11.97662796 0,-77.08404708 -11.97639702 0,-77.08522212 -11.976048 0,-77.08567608 -11.97576801 0,-77.08655412 -11.97503703 0,-77.08711788 -11.97442899 0,-77.08767516 -11.97382698 0,-77.08616388 -11.97231696 0)",LOS OLIVOS,LOS OLIVOS,017104,150117,32
"(-77.07771216 -11.94005898 0,-77.07708 -11.93903901 0,-77.07604104 -11.938239 0,-77.07474108 -11.93790303 0,-77.0714424 -11.93762763 0,-77.07104496 -11.94175197 0,-77.07095892 -11.94267501 0,-77.07441708 -11.94301296 0,-77.07765708 -11.94353397 0,-77.07789792 -11.942136 0,-77.077917 -11.94110604 0,-77.07771216 -11.94005898 0)",LOS OLIVOS,LOS OLIVOS,017105,150117,16
"(-77.08104792 -11.98915902 0,-77.08079016 -11.98865601 0,-77.07995352 -11.98710198 0,-77.07959892 -11.98640304 0,-77.07770496 -11.987343 0,-77.07741696 -11.98682397 0,-77.07700008 -11.98698597 0,-77.07603996 -11.987055 0,-77.07620412 -11.99000196 0,-77.076279 -11.99154303 0,-77.076315 -11.99170296 0,-77.07765492 -11.99166903 0,-77.08243392 -11.99119104 0,-77.08104792 -11.98915902 0)",LOS OLIVOS,LOS OLIVOS,017126,150117,14
"(-77.07898188 -11.985219 0,-77.07875904 -11.984778 0,-77.07853008 -11.98424097 0,-77.07831696 -11.98326204 0,-77.07221316 -11.98376802 0,-77.07187584 -11.98379601 0,-77.07219516 -11.98544301 0,-77.07238884 -11.98686501 0,-77.07340296 -11.987037 0,-77.07512484 -11.98697598 0,-77.07524796 -11.98706697 0,-77.07603996 -11.987055 0,-77.07700008 -11.98698597 0,-77.07741696 -11.98682397 0,-77.07770496 -11.987343 0,-77.07959892 -11.98640304 0,-77.07898188 -11.985219 0)",LOS OLIVOS,LOS OLIVOS,017127,150117,28
"(-77.06962404 -11.97424503 0,-77.06686212 -11.97380403 0,-77.06622816 -11.97756603 0,-77.07228696 -11.978505 0,-77.07246516 -11.97459 0,-77.06962404 -11.97424503 0)",LOS OLIVOS,LOS OLIVOS,017128,150117,27
"(-77.07245112 -11.97216396 0,-77.06936412 -11.971701 0,-77.069808 -11.96882604 0,-77.06936016 -11.96849898 0,-77.06884896 -11.96825499 0,-77.06835 -11.96813502 0,-77.06774088 -11.96801496 0,-77.06686212 -11.97380403 0,-77.06962404 -11.97424503 0,-77.07246516 -11.97459 0,-77.07245112 -11.97216396 0)",LOS OLIVOS,LOS OLIVOS,017129,150117,22
"(-77.074641 -11.96766801 0,-77.071878 -11.96880597 0,-77.07169404 -11.96857701 0,-77.070447 -11.96952597 0,-77.070168 -11.96915904 0,-77.069808 -11.96882604 0,-77.06936412 -11.971701 0,-77.07245112 -11.97216396 0,-77.075829 -11.97194598 0,-77.074641 -11.96766801 0)",LOS OLIVOS,LOS OLIVOS,017130,150117,18
"(-77.07442104 -11.96687304 0,-77.07373704 -11.96546103 0,-77.07088008 -11.96329896 0,-77.068602 -11.96267598 0,-77.06774088 -11.96801496 0,-77.06835 -11.96813502 0,-77.06884896 -11.96825499 0,-77.06936016 -11.96849898 0,-77.069808 -11.96882604 0,-77.070168 -11.96915904 0,-77.070447 -11.96952597 0,-77.07169404 -11.96857701 0,-77.071878 -11.96880597 0,-77.074641 -11.96766801 0,-77.07442104 -11.96687304 0)",LOS OLIVOS,LOS OLIVOS,017131,150117,16
"(-77.07677796 -11.96242803 0,-77.07617496 -11.96082297 0,-77.07592404 -11.95941501 0,-77.074614 -11.959551 0,-77.07295404 -11.95932096 0,-77.06905812 -11.95872696 0,-77.068602 -11.96267598 0,-77.07088008 -11.96329896 0,-77.07373704 -11.96546103 0,-77.07740508 -11.96383797 0,-77.07677796 -11.96242803 0)",LOS OLIVOS,LOS OLIVOS,017132,150117,29
"(-77.06506896 -11.98127403 0,-77.06273904 -11.98160901 0,-77.06225916 -11.98154097 0,-77.06201904 -11.98304397 0,-77.06126088 -11.98293399 0,-77.06080296 -11.985831 0,-77.06164788 -11.98594899 0,-77.06102292 -11.98959102 0,-77.064129 -11.99015001 0,-77.06484396 -11.98586799 0,-77.065083 -11.98442997 0,-77.06563704 -11.981106 0,-77.06506896 -11.98127403 0)",LOS OLIVOS,INDEPENDENCIA,012101,150112,24
"(-77.05874808 -11.98098999 0,-77.05796292 -11.98447398 0,-77.056812 -11.98892304 0,-77.06102292 -11.98959102 0,-77.06164788 -11.98594899 0,-77.06080296 -11.985831 0,-77.06126088 -11.98293399 0,-77.06201904 -11.98304397 0,-77.06225916 -11.98154097 0,-77.05874808 -11.98098999 0)",LOS OLIVOS,INDEPENDENCIA,012102,150112,22
"(-77.05475604 -11.97892701 0,-77.05388916 -11.98199097 0,-77.05585908 -11.98256697 0,-77.055633 -11.98320201 0,-77.05714212 -11.98363104 0,-77.05697184 -11.98414701 0,-77.05796292 -11.98447398 0,-77.05874808 -11.98098999 0,-77.05890396 -11.98010997 0,-77.05475604 -11.97892701 0)",LOS OLIVOS,INDEPENDENCIA,012104,150112,19
"(-77.05520604 -11.99775699 0,-77.05450404 -11.99772198 0,-77.05323288 -11.99773602 0,-77.05123812 -11.99775798 0,-77.05066716 -11.99796597 0,-77.05024092 -11.99837601 0,-77.04767484 -12.00148803 0,-77.04830088 -12.00192597 0,-77.04888408 -12.00203604 0,-77.04973512 -12.00175002 0,-77.05262916 -12.001554 0,-77.05488096 -12.00149199 0,-77.05522296 -11.998467 0,-77.05520604 -11.99775699 0)",LOS OLIVOS,INDEPENDENCIA,012105,150112,33
"(-77.05262916 -12.001554 0,-77.04973512 -12.00175002 0,-77.04888408 -12.00203604 0,-77.04830088 -12.00192597 0,-77.04767484 -12.00148803 0,-77.04678384 -12.00253797 0,-77.04671292 -12.00268098 0,-77.04613188 -12.00340602 0,-77.046066 -12.00351996 0,-77.04596016 -12.00360699 0,-77.04587304 -12.00365298 0,-77.04587196 -12.00374298 0,-77.04576216 -12.00376296 0,-77.04573192 -12.00379797 0,-77.045679 -12.00380202 0,-77.04567216 -12.00387402 0,-77.04554184 -12.00389697 0,-77.04544896 -12.00410901 0,-77.04530712 -12.00427803 0,-77.045211 -12.00424896 0,-77.045085 -12.00406401 0,-77.04481212 -12.00426003 0,-77.04459396 -12.00434904 0,-77.039793 -12.00816198 0,-77.04698544 -12.00644415 0,-77.04716436 -12.00606903 0,-77.04733464 -12.00603573 0,-77.04765864 -12.00596067 0,-77.04788004 -12.00593565 0,-77.04818388 -12.00598902 0,-77.04852984 -12.00602601 0,-77.04858708 -12.00601197 0,-77.04864504 -12.00573099 0,-77.050989 -12.00627603 0,-77.05394892 -12.00681801 0,-77.05488096 -12.00149199 0,-77.05262916 -12.001554 0)",LOS OLIVOS,INDEPENDENCIA,012106,150112,42
"(-77.050989 -12.00627603 0,-77.04864504 -12.00573099 0,-77.04858708 -12.00601197 0,-77.04885492 -12.006297 0,-77.04918684 -12.00686904 0,-77.04937116 -12.006945 0,-77.049387 -12.00715398 0,-77.04971892 -12.007476 0,-77.04971316 -12.00791097 0,-77.05008684 -12.008385 0,-77.05019808 -12.00845502 0,-77.05055988 -12.00852801 0,-77.05016892 -12.01046004 0,-77.05013796 -12.01057398 0,-77.05033704 -12.01054401 0,-77.05139796 -12.01067901 0,-77.05292292 -12.01103397 0,-77.05310292 -12.01025403 0,-77.05378296 -12.00740697 0,-77.05394892 -12.00681801 0,-77.050989 -12.00627603 0)",LOS OLIVOS,INDEPENDENCIA,012107,150112,19
"(-77.07515904 -12.00641004 0,-77.07160008 -12.00599199 0,-77.07106692 -12.00916098 0,-77.070393 -12.01057596 0,-77.07023496 -12.01089501 0,-77.07276216 -12.01148604 0,-77.07588516 -12.01203999 0,-77.07622716 -12.01023 0,-77.07626496 -12.00835296 0,-77.07674736 -12.00838149 0,-77.07687516 -12.00641202 0,-77.07637584 -12.00641103 0,-77.07515904 -12.00641004 0)",LOS OLIVOS,LOS OLIVOS,017133,150117,19
"(-77.076279 -11.99154303 0,-77.07620412 -11.99000196 0,-77.07603996 -11.987055 0,-77.07524796 -11.98706697 0,-77.07512484 -11.98697598 0,-77.07340296 -11.987037 0,-77.07238884 -11.98686501 0,-77.07168108 -11.99130003 0,-77.07508092 -11.99181096 0,-77.076315 -11.99170296 0,-77.076279 -11.99154303 0)",LOS OLIVOS,LOS OLIVOS,017125,150117,21
"(-77.07441708 -11.94301296 0,-77.07095892 -11.94267501 0,-77.07070296 -11.94542802 0,-77.06998908 -11.95092801 0,-77.07042792 -11.95118802 0,-77.07207492 -11.951622 0,-77.073768 -11.95107597 0,-77.07402288 -11.95141797 0,-77.07411684 -11.95133904 0,-77.07476196 -11.951037 0,-77.07638808 -11.95128504 0,-77.07698208 -11.94759603 0,-77.07765708 -11.94353397 0,-77.07441708 -11.94301296 0)",LOS OLIVOS,LOS OLIVOS,017138,150117,21
"(-77.08283604 -11.93763303 0,-77.08259988 -11.93657103 0,-77.08282596 -11.93612904 0,-77.08245696 -11.93521698 0,-77.08031604 -11.93283198 0,-77.078349 -11.93508504 0,-77.07771792 -11.93575104 0,-77.07724416 -11.93648697 0,-77.07699216 -11.93636304 0,-77.07652704 -11.93726502 0,-77.07634884 -11.937195 0,-77.07614904 -11.937627 0,-77.07631284 -11.93771403 0,-77.07604104 -11.938239 0,-77.07708 -11.93903901 0,-77.07771216 -11.94005898 0,-77.077917 -11.94110604 0,-77.07789792 -11.942136 0,-77.08293 -11.93927904 0,-77.08283604 -11.93763303 0)",LOS OLIVOS,LOS OLIVOS,017139,150117,12
"(-77.08584996 -11.94717204 0,-77.08577184 -11.94683004 0,-77.08559184 -11.94604398 0,-77.08443912 -11.94249204 0,-77.08374612 -11.940489 0,-77.08293 -11.93927904 0,-77.07789792 -11.942136 0,-77.07765708 -11.94353397 0,-77.07698208 -11.94759603 0,-77.08054104 -11.94875298 0,-77.080122 -11.95137999 0,-77.08011012 -11.95164 0,-77.07921588 -11.95770402 0,-77.08105008 -11.95675002 0,-77.08343616 -11.95485102 0,-77.08492908 -11.95506801 0,-77.08551084 -11.95105302 0,-77.085612 -11.95011396 0,-77.08590396 -11.94740604 0,-77.08584996 -11.94717204 0)",LOS OLIVOS,LOS OLIVOS,017141,150117,47
"(-77.07740508 -11.96383797 0,-77.07373704 -11.96546103 0,-77.07442104 -11.96687304 0,-77.074641 -11.96766801 0,-77.075829 -11.97194598 0,-77.08014792 -11.97000801 0,-77.07740508 -11.96383797 0)",LOS OLIVOS,LOS OLIVOS,017142,150117,22
"(-77.08343616 -11.95485102 0,-77.08105008 -11.95675002 0,-77.07921588 -11.95770402 0,-77.07592404 -11.95941501 0,-77.07617496 -11.96082297 0,-77.07677796 -11.96242803 0,-77.08014792 -11.97000801 0,-77.083398 -11.96833698 0,-77.08365612 -11.968209 0,-77.083461 -11.96744598 0,-77.08328316 -11.965905 0,-77.08330116 -11.965437 0,-77.08359888 -11.96353503 0,-77.08380012 -11.96225298 0,-77.08436784 -11.95887501 0,-77.08443084 -11.95850403 0,-77.08492908 -11.95506801 0,-77.08343616 -11.95485102 0)",LOS OLIVOS,LOS OLIVOS,017143,150117,39
"(-77.075829 -11.97194598 0,-77.07245112 -11.97216396 0,-77.07246516 -11.97459 0,-77.07228696 -11.978505 0,-77.07406284 -11.97869202 0,-77.07725496 -11.97797697 0,-77.075829 -11.97194598 0)",LOS OLIVOS,LOS OLIVOS,017144,150117,14
"(-77.05883016 -11.99532699 0,-77.05623816 -11.99447604 0,-77.05545696 -11.99579796 0,-77.05520604 -11.99775699 0,-77.05522296 -11.998467 0,-77.05488096 -12.00149199 0,-77.05394892 -12.00681801 0,-77.05378296 -12.00740697 0,-77.05523592 -12.00764097 0,-77.05775808 -12.00801402 0,-77.06122704 -12.00850803 0,-77.06176308 -12.00456297 0,-77.06198808 -12.00310002 0,-77.06209392 -12.00237498 0,-77.06226888 -12.00114396 0,-77.06270808 -11.998188 0,-77.06288988 -11.99728602 0,-77.06300292 -11.99663703 0,-77.05883016 -11.99532699 0)",LOS OLIVOS,INDEPENDENCIA,012109,150112,21
"(-77.06102292 -11.98959102 0,-77.056812 -11.98892304 0,-77.05695096 -11.99025396 0,-77.05714896 -11.99282202 0,-77.05623816 -11.99447604 0,-77.05883016 -11.99532699 0,-77.06300292 -11.99663703 0,-77.06372616 -11.992662 0,-77.064129 -11.99015001 0,-77.06102292 -11.98959102 0)",LOS OLIVOS,INDEPENDENCIA,012110,150112,1
"(-77.08380408 -11.99855097 0,-77.08299912 -11.99849904 0,-77.08138488 -11.99907702 0,-77.08025592 -11.99971503 0,-77.07780108 -11.999412 0,-77.075604 -12.00089403 0,-77.07509316 -12.00166704 0,-77.073876 -12.001158 0,-77.07395304 -12.00194802 0,-77.07511116 -12.00293703 0,-77.07513204 -12.00459501 0,-77.07533508 -12.00595104 0,-77.075091 -12.00602898 0,-77.07515904 -12.00641004 0,-77.07637584 -12.00641103 0,-77.07687516 -12.00641202 0,-77.08204512 -12.00668796 0,-77.08250592 -12.00646701 0,-77.08281012 -12.00510801 0,-77.08318416 -12.00339297 0,-77.08335984 -12.00260502 0,-77.083857 -12.00053601 0,-77.08428288 -11.99857896 0,-77.08380408 -11.99855097 0)",LOS OLIVOS,LOS OLIVOS,017135,150117,31
"(-77.06377512 -11.96174997 0,-77.06337012 -11.96180001 0,-77.06271492 -11.96494497 0,-77.06228184 -11.96686503 0,-77.06007288 -11.97666 0,-77.06012796 -11.97666801 0,-77.06594412 -11.977524 0,-77.06622816 -11.97756603 0,-77.06686212 -11.97380403 0,-77.06774088 -11.96801496 0,-77.068602 -11.96267598 0,-77.06377512 -11.96174997 0)",LOS OLIVOS,LOS OLIVOS,017136,150117,8
"(-77.07402288 -11.95141797 0,-77.073768 -11.95107597 0,-77.07207492 -11.951622 0,-77.07042792 -11.95118802 0,-77.06998908 -11.95092801 0,-77.06982996 -11.95204698 0,-77.06966292 -11.95312203 0,-77.06965392 -11.95317801 0,-77.06960316 -11.95316901 0,-77.06861604 -11.95299603 0,-77.067828 -11.95287399 0,-77.06689992 -11.95273098 0,-77.06616408 -11.95261704 0,-77.06512188 -11.95245702 0,-77.06503404 -11.95299297 0,-77.06484216 -11.95385598 0,-77.06448216 -11.95586397 0,-77.06446596 -11.95602903 0,-77.06427408 -11.95713801 0,-77.06396412 -11.95871202 0,-77.06369196 -11.95993296 0,-77.06335896 -11.96146098 0,-77.06337012 -11.96180001 0,-77.06377512 -11.96174997 0,-77.068602 -11.96267598 0,-77.06905812 -11.95872696 0,-77.07295404 -11.95932096 0,-77.07380184 -11.95404102 0,-77.07415788 -11.951766 0,-77.07402288 -11.95141797 0)",LOS OLIVOS,LOS OLIVOS,017137,150117,10
"(-77.08104396 -11.93193198 0,-77.07945312 -11.93060502 0,-77.07906684 -11.93035797 0,-77.07852 -11.92987701 0,-77.07800916 -11.92948803 0,-77.077593 -11.92898898 0,-77.07719412 -11.92799997 0,-77.07692196 -11.92541904 0,-77.07687012 -11.923533 0,-77.07571596 -11.92135599 0,-77.07400488 -11.91822804 0,-77.07383496 -11.917845 0,-77.07365784 -11.91777696 0,-77.073597 -11.91774501 0,-77.07310992 -11.92166802 0,-77.07263796 -11.92709403 0,-77.07209004 -11.93050098 0,-77.07501684 -11.930733 0,-77.07780288 -11.93117796 0,-77.07962196 -11.93221701 0,-77.08031604 -11.93283198 0,-77.08245696 -11.93521698 0,-77.08146516 -11.932911 0,-77.08104396 -11.93193198 0)",LOS OLIVOS,LOS OLIVOS,017140,150117,14
"(-77.06594412 -11.977524 0,-77.06012796 -11.97666801 0,-77.06007288 -11.97666 0,-77.05974816 -11.97679698 0,-77.05948788 -11.97690597 0,-77.05944504 -11.978037 0,-77.05890396 -11.98010997 0,-77.05874808 -11.98098999 0,-77.06225916 -11.98154097 0,-77.06273904 -11.98160901 0,-77.06506896 -11.98127403 0,-77.06563704 -11.981106 0,-77.06622816 -11.97756603 0,-77.06594412 -11.977524 0)",LOS OLIVOS,INDEPENDENCIA,012114,150112,6
"(-77.05923084 -11.97702099 0,-77.05803996 -11.97674199 0,-77.058117 -11.97645399 0,-77.05812204 -11.97640197 0,-77.05786788 -11.97550998 0,-77.057487 -11.97560097 0,-77.05717884 -11.97494199 0,-77.05695312 -11.97507402 0,-77.05664604 -11.97510597 0,-77.05637784 -11.97494604 0,-77.05613592 -11.97445698 0,-77.05577016 -11.97411201 0,-77.05540512 -11.973726 0,-77.05530216 -11.97356103 0,-77.05486188 -11.97333 0,-77.05437516 -11.97298098 0,-77.053842 -11.97265203 0,-77.052888 -11.97210996 0,-77.05271304 -11.97218304 0,-77.05197684 -11.97278604 0,-77.05056312 -11.97773604 0,-77.05475604 -11.97892701 0,-77.05890396 -11.98010997 0,-77.05944504 -11.978037 0,-77.05948788 -11.97690597 0,-77.05923084 -11.97702099 0)",LOS OLIVOS,INDEPENDENCIA,012115,150112,33
"(-77.04340812 -11.96561601 0,-77.04179712 -11.96616798 0,-77.04071496 -11.965293 0,-77.03914392 -11.964069 0,-77.03703396 -11.96345097 0,-77.03648388 -11.96390097 0,-77.03428392 -11.96245998 0,-77.03254512 -11.96212797 0,-77.03157096 -11.96216703 0,-77.030523 -11.96118198 0,-77.02858908 -11.96072001 0,-77.02876908 -11.96181999 0,-77.02871688 -11.96357904 0,-77.02806204 -11.96479701 0,-77.02755408 -11.96633799 0,-77.02764408 -11.967597 0,-77.02935408 -11.970423 0,-77.02945992 -11.97144702 0,-77.03450496 -11.97212796 0,-77.03775108 -11.97414099 0,-77.03835912 -11.97433602 0,-77.03853804 -11.97484497 0,-77.03946288 -11.97559098 0,-77.04169308 -11.97638802 0,-77.04443196 -11.97635499 0,-77.04469404 -11.97644301 0,-77.04510588 -11.97618903 0,-77.04516204 -11.97617202 0,-77.04565488 -11.97595503 0,-77.04554292 -11.97574497 0,-77.04551088 -11.97563796 0,-77.04543816 -11.975463 0,-77.04535392 -11.97531999 0,-77.04530712 -11.97525699 0,-77.04517788 -11.97498798 0,-77.04514116 -11.97447201 0,-77.04489708 -11.97425898 0,-77.04597096 -11.97047799 0,-77.04611676 -11.97021186 0,-77.04656856 -11.9702619 0,-77.04687528 -11.97001179 0,-77.04687528 -11.96941986 0,-77.04736956 -11.96861121 0,-77.04653868 -11.96807355 0,-77.04340812 -11.96561601 0)",LOS OLIVOS,INDEPENDENCIA,012117,150112,37
"(-77.05056312 -11.97773604 0,-77.04738108 -11.97688401 0,-77.047137 -11.977677 0,-77.04691812 -11.97762399 0,-77.04515304 -11.98355796 0,-77.04544608 -11.98364103 0,-77.04520416 -11.98456596 0,-77.04508896 -11.98499598 0,-77.04486792 -11.98494297 0,-77.04477684 -11.98530999 0,-77.044608 -11.98526598 0,-77.044419 -11.986155 0,-77.05191204 -11.98920204 0,-77.05110888 -11.987874 0,-77.05154808 -11.98583703 0,-77.052006 -11.98440099 0,-77.053023 -11.98383903 0,-77.05330596 -11.98390203 0,-77.05334988 -11.98382301 0,-77.05388916 -11.98199097 0,-77.05475604 -11.97892701 0,-77.05056312 -11.97773604 0)",LOS OLIVOS,INDEPENDENCIA,012118,150112,44
"(-77.04671508 -11.97660996 0,-77.04680688 -11.97618696 0,-77.04582912 -11.97590796 0,-77.04565488 -11.97595503 0,-77.04516204 -11.97617202 0,-77.04510588 -11.97618903 0,-77.04469404 -11.97644301 0,-77.04443196 -11.97635499 0,-77.04169308 -11.97638802 0,-77.03946288 -11.97559098 0,-77.03853804 -11.97484497 0,-77.03835912 -11.97433602 0,-77.03775108 -11.97414099 0,-77.03450496 -11.97212796 0,-77.02945992 -11.97144702 0,-77.02853004 -11.972376 0,-77.02822404 -11.97330003 0,-77.02886412 -11.97544698 0,-77.02828488 -11.97668196 0,-77.02878204 -11.978316 0,-77.02931916 -11.97964503 0,-77.02913988 -11.98353996 0,-77.02956216 -11.98435599 0,-77.03071992 -11.98609002 0,-77.03041212 -11.98670697 0,-77.03074008 -11.98875402 0,-77.03085204 -11.98977804 0,-77.04002988 -11.98777896 0,-77.04222804 -11.987055 0,-77.044419 -11.986155 0,-77.044608 -11.98526598 0,-77.04477684 -11.98530999 0,-77.04486792 -11.98494297 0,-77.04508896 -11.98499598 0,-77.04520416 -11.98456596 0,-77.04544608 -11.98364103 0,-77.04515304 -11.98355796 0,-77.04691812 -11.97762399 0,-77.047137 -11.977677 0,-77.04738108 -11.97688401 0,-77.04671508 -11.97660996 0)",LOS OLIVOS,INDEPENDENCIA,012119,150112,90
"(-77.06249496 -11.96495604 0,-77.06203488 -11.96486001 0,-77.06013588 -11.96443503 0,-77.05903284 -11.96433801 0,-77.05586412 -11.96615799 0,-77.05743012 -11.96857197 0,-77.057514 -11.969316 0,-77.05745496 -11.97253197 0,-77.05791684 -11.97365904 0,-77.05856808 -11.97491796 0,-77.05948788 -11.97690597 0,-77.05974816 -11.97679698 0,-77.06007288 -11.97666 0,-77.06228184 -11.96686503 0,-77.06271492 -11.96494497 0,-77.06249496 -11.96495604 0)",LOS OLIVOS,COMAS,010102,150110,38
"(-77.05940616 -11.94634503 0,-77.05837584 -11.94723 0,-77.05788804 -11.94881202 0,-77.05746288 -11.94996996 0,-77.05593216 -11.950902 0,-77.05286316 -11.95209099 0,-77.05134396 -11.95259499 0,-77.05247796 -11.95583697 0,-77.05297008 -11.95724403 0,-77.05494504 -11.95656498 0,-77.05571112 -11.95628697 0,-77.05644408 -11.95622298 0,-77.05765512 -11.95587801 0,-77.05910412 -11.95543998 0,-77.05988208 -11.95543602 0,-77.06021904 -11.94929901 0,-77.06071008 -11.94609996 0,-77.05940616 -11.94634503 0)",LOS OLIVOS,COMAS,010106,150110,50
"(-77.05191204 -11.98920204 0,-77.044419 -11.986155 0,-77.04222804 -11.987055 0,-77.04002988 -11.98777896 0,-77.03085204 -11.98977804 0,-77.03024112 -11.991627 0,-77.02973316 -11.99243097 0,-77.03020692 -11.99324997 0,-77.03104896 -11.99419704 0,-77.03155692 -11.99521197 0,-77.03119584 -11.99597103 0,-77.030937 -11.99712303 0,-77.03007912 -11.99785302 0,-77.03073288 -11.99830896 0,-77.03189496 -12.00015603 0,-77.03237196 -12.00187701 0,-77.03958996 -11.99694501 0,-77.04973908 -11.99546703 0,-77.04992124 -11.99521845 0,-77.05011204 -11.994975 0,-77.05013112 -11.99481102 0,-77.04979308 -11.99473497 0,-77.04956412 -11.99458998 0,-77.04960984 -11.99454003 0,-77.05017504 -11.99320596 0,-77.05095084 -11.99121696 0,-77.05168092 -11.99149398 0,-77.05183392 -11.99109501 0,-77.05183392 -11.99073897 0,-77.05188684 -11.99061297 0,-77.05186416 -11.99042397 0,-77.05158408 -11.99002104 0,-77.05166508 -11.98993797 0,-77.05175292 -11.98990296 0,-77.05205208 -11.98960299 0,-77.05191204 -11.98920204 0)",LOS OLIVOS,INDEPENDENCIA,012113,150112,40
"(-77.05105092 -11.97170415 0,-77.04876708 -11.97067041 0,-77.04736956 -11.96861121 0,-77.04687528 -11.96941986 0,-77.04687528 -11.97001179 0,-77.04656856 -11.9702619 0,-77.04611676 -11.97021186 0,-77.04597096 -11.97047799 0,-77.04489708 -11.97425898 0,-77.04514116 -11.97447201 0,-77.04517788 -11.97498798 0,-77.04530712 -11.97525699 0,-77.04535392 -11.97531999 0,-77.04543816 -11.975463 0,-77.04551088 -11.97563796 0,-77.04554292 -11.97574497 0,-77.04565488 -11.97595503 0,-77.04582912 -11.97590796 0,-77.04680688 -11.97618696 0,-77.04671508 -11.97660996 0,-77.04738108 -11.97688401 0,-77.05056312 -11.97773604 0,-77.05197684 -11.97278604 0,-77.05105092 -11.97170415 0)",LOS OLIVOS,INDEPENDENCIA,012116,150112,38
