WKT,Oficina,Distrito,SubZona,Ubigeo,Clientes
"(-76.98882816 -12.15950202 0,-76.98874284 -12.15868797 0,-76.98819096 -12.15859698 0,-76.987278 -12.15916497 0,-76.98682296 -12.15900801 0,-76.98618684 -12.159369 0,-76.985919 -12.15939798 0,-76.98548196 -12.15950202 0,-76.98561948 -12.1600728 0,-76.98587724 -12.16045647 0,-76.98596328 -12.1608522 0,-76.98601224 -12.16119996 0,-76.98618396 -12.16169154 0,-76.98622068 -12.16296261 0,-76.98679416 -12.16292103 0,-76.98806604 -12.162231 0,-76.98967704 -12.161313 0,-76.98882816 -12.15950202 0)",HIGUERETA,SANTIAGO DE SURCO,040165,150140,8
"(-76.998951 -12.165228 0,-76.998654 -12.16476297 0,-76.999311 -12.16422702 0,-76.99872816 -12.16299996 0,-76.99802076 -12.16358865 0,-76.99783176 -12.16321866 0,-76.99757112 -12.16286703 0,-76.99638492 -12.16140102 0,-76.995387 -12.16200402 0,-76.99396284 -12.16284102 0,-76.993353 -12.16323504 0,-76.992363 -12.16381302 0,-76.99249116 -12.16402902 0,-76.99281084 -12.16385001 0,-76.99328496 -12.16469502 0,-76.992552 -12.16513602 0,-76.99268592 -12.16534095 0,-76.99307364 -12.16511415 0,-76.9932684 -12.16543851 0,-76.9932036 -12.16547712 0,-76.99347036 -12.1658742 0,-76.99389696 -12.16559997 0,-76.99489488 -12.16712997 0,-76.99472784 -12.16724796 0,-76.99581396 -12.16882404 0,-76.99679604 -12.16806696 0,-76.99721112 -12.16775403 0,-76.99814784 -12.16700901 0,-76.99834404 -12.16737396 0,-76.99937112 -12.16663398 0,-76.998951 -12.165228 0)",HIGUERETA,SANTIAGO DE SURCO,040168,150140,37
"(-77.01101784 -12.13784001 0,-77.01087096 -12.13750701 0,-77.010804 -12.13727499 0,-77.01065604 -12.13673103 0,-77.01039 -12.13630803 0,-77.01008508 -12.136014 0,-77.00969016 -12.134709 0,-77.00791788 -12.13507404 0,-77.00500188 -12.13657902 0,-77.003082 -12.13754202 0,-77.00380704 -12.138678 0,-77.00434488 -12.13930899 0,-77.0051754 -12.14013951 0,-77.0059746 -12.1413726 0,-77.00600592 -12.14141823 0,-77.006223 -12.14049699 0,-77.00707908 -12.13873803 0,-77.00767092 -12.13904502 0,-77.00806908 -12.13890102 0,-77.00945184 -12.13842096 0,-77.01021396 -12.13815501 0,-77.01031692 -12.13811802 0,-77.011146 -12.13802199 0,-77.01101784 -12.13784001 0)",HIGUERETA,SANTIAGO DE SURCO,040175,150140,11
"(-76.97053908 -12.10266396 0,-76.969809 -12.10094397 0,-76.968972 -12.09902598 0,-76.96886904 -12.09902103 0,-76.96849392 -12.098997 0,-76.96505304 -12.10031496 0,-76.96500012 -12.10062402 0,-76.96483416 -12.10105404 0,-76.96434312 -12.10182498 0,-76.96388484 -12.10220901 0,-76.96299204 -12.10281102 0,-76.96298196 -12.10338297 0,-76.96522296 -12.10501503 0,-76.96749816 -12.10418397 0,-76.96858284 -12.10376196 0,-76.96879416 -12.10371201 0,-76.96907208 -12.10374 0,-76.96949004 -12.10383099 0,-76.96975104 -12.10386402 0,-76.97030292 -12.10368699 0,-76.97064204 -12.10341501 0,-76.97065284 -12.10307004 0,-76.97053908 -12.10266396 0)",HIGUERETA,SANTIAGO DE SURCO,040177,150140,2
"(-76.96522296 -12.10501503 0,-76.96298196 -12.10338297 0,-76.96299204 -12.10281102 0,-76.96295604 -12.10259898 0,-76.96238904 -12.10169403 0,-76.96241784 -12.10111398 0,-76.96250604 -12.10045104 0,-76.96203696 -12.09975201 0,-76.95766008 -12.09757698 0,-76.95265104 -12.102426 0,-76.95493416 -12.10317903 0,-76.95599688 -12.10319001 0,-76.95674388 -12.10364298 0,-76.95667584 -12.10412997 0,-76.95703008 -12.10531302 0,-76.95752904 -12.106188 0,-76.958046 -12.10679199 0,-76.95896904 -12.10754403 0,-76.96016496 -12.108177 0,-76.96141488 -12.10860702 0,-76.96229796 -12.10871997 0,-76.96296792 -12.10876902 0,-76.96346184 -12.10854798 0,-76.964175 -12.10735098 0,-76.96468512 -12.10606398 0,-76.965381 -12.10513203 0,-76.96522296 -12.10501503 0)",HIGUERETA,SANTIAGO DE SURCO,040176,150140,9
"(-76.96972512 -12.09672 0,-76.96904508 -12.09606597 0,-76.968648 -12.09573396 0,-76.96816308 -12.09521196 0,-76.96793016 -12.09466197 0,-76.96781784 -12.09414798 0,-76.96755792 -12.09376503 0,-76.96608192 -12.094083 0,-76.96520604 -12.09404997 0,-76.96268712 -12.09367998 0,-76.96118412 -12.09285198 0,-76.96070784 -12.09279897 0,-76.95848088 -12.09481398 0,-76.95766008 -12.09757698 0,-76.96203696 -12.09975201 0,-76.96250604 -12.10045104 0,-76.96241784 -12.10111398 0,-76.96238904 -12.10169403 0,-76.96295604 -12.10259898 0,-76.96299204 -12.10281102 0,-76.96388484 -12.10220901 0,-76.96434312 -12.10182498 0,-76.96483416 -12.10105404 0,-76.96500012 -12.10062402 0,-76.96505304 -12.10031496 0,-76.96849392 -12.098997 0,-76.96886904 -12.09902103 0,-76.968972 -12.09902598 0,-76.96955016 -12.09740301 0,-76.96994508 -12.09716604 0,-76.96972512 -12.09672 0)",HIGUERETA,SANTIAGO DE SURCO,040178,150140,18
"(-76.98970908 -12.08399202 0,-76.98898296 -12.08371599 0,-76.98663216 -12.08197602 0,-76.98662784 -12.08187801 0,-76.98630312 -12.08163096 0,-76.98600684 -12.08143701 0,-76.983975 -12.08387097 0,-76.98395988 -12.08448099 0,-76.983948 -12.08496798 0,-76.98712788 -12.08581497 0,-76.99033512 -12.08629098 0,-76.99273308 -12.08659896 0,-76.99307292 -12.084498 0,-76.98970908 -12.08399202 0)",HIGUERETA,SAN BORJA,030124,150130,10
"(-76.98911112 -12.095622 0,-76.98880692 -12.09516498 0,-76.98846816 -12.09466098 0,-76.98832812 -12.09431799 0,-76.98811104 -12.09333897 0,-76.98799404 -12.093093 0,-76.98664908 -12.09117699 0,-76.98589416 -12.091698 0,-76.98578292 -12.09291003 0,-76.98471696 -12.092832 0,-76.98443184 -12.09289896 0,-76.98422808 -12.09300498 0,-76.98317508 -12.09402801 0,-76.98265308 -12.09345597 0,-76.98173616 -12.09431304 0,-76.98147084 -12.09445299 0,-76.98037212 -12.094299 0,-76.98008088 -12.09640302 0,-76.97974788 -12.09880503 0,-76.97952576 -12.10066614 0,-76.98044088 -12.10077801 0,-76.98101256 -12.09657024 0,-76.9823424 -12.09671001 0,-76.98323808 -12.09701097 0,-76.98398688 -12.09698001 0,-76.98492612 -12.09659796 0,-76.98585492 -12.09645999 0,-76.98721392 -12.09660102 0,-76.98901284 -12.09614499 0,-76.989258 -12.09606201 0,-76.98911112 -12.095622 0)",HIGUERETA,SAN BORJA,030125,150130,5
"(-76.99682808 -12.10048002 0,-76.99560804 -12.1005 0,-76.99556556 -12.10114728 0,-76.99522716 -12.10116735 0,-76.99516596 -12.1017285 0,-76.99501224 -12.10284063 0,-76.99484808 -12.10341177 0,-76.99451004 -12.10409316 0,-76.9940694 -12.10477446 0,-76.99420692 -12.104919 0,-76.99508496 -12.106872 0,-76.99567284 -12.106728 0,-76.99739292 -12.10687398 0,-76.99847112 -12.10065597 0,-76.99682808 -12.10048002 0)",HIGUERETA,SAN BORJA,030126,150130,10
"(-77.00632056 -12.10834656 0,-77.00554188 -12.10825638 0,-77.00508108 -12.10859298 0,-77.00440716 -12.10778901 0,-77.00378184 -12.10824099 0,-77.00200992 -12.10963797 0,-77.00168916 -12.109887 0,-77.00069916 -12.10864698 0,-77.00026212 -12.11165298 0,-77.00225184 -12.11182596 0,-77.00263416 -12.111858 0,-77.00483412 -12.11204502 0,-77.00610492 -12.11211999 0,-77.006295 -12.10933899 0,-77.00632056 -12.10834656 0)",HIGUERETA,SAN BORJA,030127,150130,25
"(-76.99283496 -12.10005702 0,-76.99260384 -12.09964203 0,-76.99146696 -12.09834297 0,-76.99197384 -12.09819798 0,-76.99239792 -12.09820401 0,-76.992372 -12.09739401 0,-76.99191588 -12.09735 0,-76.99103712 -12.09569301 0,-76.99061304 -12.09583098 0,-76.98988692 -12.09584997 0,-76.989258 -12.09606201 0,-76.98901284 -12.09614499 0,-76.98894912 -12.09974301 0,-76.98948912 -12.10120002 0,-76.99015116 -12.10283703 0,-76.99204512 -12.10134402 0,-76.99307292 -12.10078503 0,-76.99283496 -12.10005702 0)",HIGUERETA,SAN BORJA,030128,150130,12
"(-76.99376412 -12.09335301 0,-76.99271112 -12.093993 0,-76.99230216 -12.09435498 0,-76.99198716 -12.094902 0,-76.99147308 -12.09545397 0,-76.99103712 -12.09569301 0,-76.99191588 -12.09735 0,-76.992372 -12.09739401 0,-76.99239792 -12.09820401 0,-76.99197384 -12.09819798 0,-76.99146696 -12.09834297 0,-76.99260384 -12.09964203 0,-76.99283496 -12.10005702 0,-76.99307292 -12.10078503 0,-76.99377312 -12.10058397 0,-76.99464612 -12.10049001 0,-76.99490892 -12.09833397 0,-76.99576392 -12.09294198 0,-76.99376412 -12.09335301 0)",HIGUERETA,SAN BORJA,030129,150130,9
"(-77.00131512 -12.09425004 0,-77.00019588 -12.09405699 0,-76.99916016 -12.09374802 0,-76.99821984 -12.09326598 0,-76.996998 -12.09296502 0,-76.99576392 -12.09294198 0,-76.99490892 -12.09833397 0,-76.99887792 -12.09829599 0,-76.99930488 -12.09832398 0,-76.99967892 -12.09788496 0,-77.00000688 -12.09782196 0,-77.00051592 -12.09747798 0,-77.00100696 -12.09733497 0,-77.00145912 -12.09735198 0,-77.001381 -12.09786399 0,-77.002137 -12.09795597 0,-77.00263308 -12.09435597 0,-77.00131512 -12.09425004 0)",HIGUERETA,SAN BORJA,030130,150130,5
"(-77.01371712 -12.13367202 0,-77.01182208 -12.13414902 0,-77.00969016 -12.134709 0,-77.01008508 -12.136014 0,-77.01039 -12.13630803 0,-77.01065604 -12.13673103 0,-77.010804 -12.13727499 0,-77.01087096 -12.13750701 0,-77.01101784 -12.13784001 0,-77.011146 -12.13802199 0,-77.01133896 -12.13828596 0,-77.01162804 -12.13913403 0,-77.01185304 -12.13981299 0,-77.01220116 -12.14030403 0,-77.01237684 -12.14043903 0,-77.01434496 -12.138759 0,-77.01626196 -12.13708599 0,-77.01784812 -12.13572699 0,-77.01791904 -12.133764 0,-77.01371712 -12.13367202 0)",HIGUERETA,SANTIAGO DE SURCO,040174,150140,22
"(-77.00708592 -12.11218398 0,-77.00610492 -12.11211999 0,-77.00483412 -12.11204502 0,-77.00263416 -12.111858 0,-77.00225184 -12.11182596 0,-77.00217192 -12.11261004 0,-77.00265792 -12.11264901 0,-77.00267808 -12.11291496 0,-77.002749 -12.11317497 0,-77.00291208 -12.11342202 0,-77.00267808 -12.11363802 0,-77.00258088 -12.11387904 0,-77.00256792 -12.11403798 0,-77.00287896 -12.11408901 0,-77.00307408 -12.11420304 0,-77.00351508 -12.114666 0,-77.00319684 -12.11499 0,-77.00358708 -12.11540202 0,-77.00236596 -12.11658804 0,-77.00302296 -12.11729004 0,-77.00368284 -12.11666499 0,-77.00469588 -12.11768802 0,-77.00500908 -12.11740902 0,-77.00554584 -12.11784102 0,-77.00638896 -12.11681097 0,-77.00669496 -12.11634603 0,-77.00693184 -12.11545503 0,-77.007123 -12.11262399 0,-77.00708592 -12.11218398 0)",HIGUERETA,SURQUILLO,041105,150141,24
"(-77.00319684 -12.11499 0,-77.00351508 -12.114666 0,-77.00307408 -12.11420304 0,-77.00287896 -12.11408901 0,-77.00256792 -12.11403798 0,-77.00258088 -12.11387904 0,-77.00267808 -12.11363802 0,-77.00291208 -12.11342202 0,-77.002749 -12.11317497 0,-77.00267808 -12.11291496 0,-77.00265792 -12.11264901 0,-77.00217192 -12.11261004 0,-77.00225184 -12.11182596 0,-77.00026212 -12.11165298 0,-76.99924404 -12.11554098 0,-76.99907808 -12.11602599 0,-77.00017788 -12.11634999 0,-77.00052384 -12.11634504 0,-77.00075712 -12.116259 0,-77.00170212 -12.11722497 0,-77.00236596 -12.11658804 0,-77.00358708 -12.11540202 0,-77.00319684 -12.11499 0)",HIGUERETA,SURQUILLO,041106,150141,19
"(-76.99733496 -12.11502204 0,-76.99628016 -12.114972 0,-76.99595688 -12.11515101 0,-76.995585 -12.11544999 0,-76.99610808 -12.11637996 0,-76.99634388 -12.11688504 0,-76.99659804 -12.117384 0,-76.99699296 -12.11836698 0,-76.99754016 -12.11991903 0,-76.997628 -12.12003504 0,-76.99785012 -12.12033798 0,-76.99799196 -12.12055101 0,-76.99821012 -12.12081597 0,-76.998348 -12.11892903 0,-76.99907808 -12.11602599 0,-76.99924404 -12.11554098 0,-76.99733496 -12.11502204 0)",HIGUERETA,SURQUILLO,041107,150141,11
"(-76.99663908 -12.11138901 0,-76.99417812 -12.11123799 0,-76.99368384 -12.11121099 0,-76.99400316 -12.11157396 0,-76.99431996 -12.11264001 0,-76.99525488 -12.114828 0,-76.995585 -12.11544999 0,-76.99595688 -12.11515101 0,-76.99628016 -12.114972 0,-76.99733496 -12.11502204 0,-76.99924404 -12.11554098 0,-77.00026212 -12.11165298 0,-76.99663908 -12.11138901 0)",HIGUERETA,SURQUILLO,041108,150141,13
"(-77.01201504 -12.09895398 0,-77.01195096 -12.09861603 0,-77.01194592 -12.09833703 0,-77.01201612 -12.09797496 0,-77.00995692 -12.09413304 0,-77.00962356 -12.09527361 0,-77.00955228 -12.09537153 0,-77.00935212 -12.09549726 0,-77.00905188 -12.09551823 0,-77.00878728 -12.09528063 0,-77.00883732 -12.09493818 0,-77.0089374 -12.09475638 0,-77.00855868 -12.09473541 0,-77.00785884 -12.09458106 0,-77.0077602 -12.09503529 0,-77.00709816 -12.09489003 0,-77.00687604 -12.09616299 0,-77.00688108 -12.09665997 0,-77.00711004 -12.09749796 0,-77.00741784 -12.09868704 0,-77.00747004 -12.10010499 0,-77.00749308 -12.10079196 0,-77.00790384 -12.100725 0,-77.00876496 -12.10036104 0,-77.00913396 -12.10076199 0,-77.00941188 -12.10095702 0,-77.00979312 -12.101301 0,-77.01007104 -12.10163004 0,-77.01029892 -12.10203099 0,-77.01047712 -12.102444 0,-77.010597 -12.10291002 0,-77.01082488 -12.10330404 0,-77.01105312 -12.10359897 0,-77.01124284 -12.10373703 0,-77.01142392 -12.10288698 0,-77.01219504 -12.09927798 0,-77.01201504 -12.09895398 0)",HIGUERETA,SAN BORJA,030132,150130,10
"(-77.00596992 -12.09417804 0,-77.00523588 -12.09402396 0,-77.00480496 -12.09397203 0,-77.00406084 -12.09399201 0,-77.00335596 -12.09404898 0,-77.00267016 -12.09408696 0,-77.00263308 -12.09435597 0,-77.002137 -12.09795597 0,-77.00306004 -12.09810303 0,-77.00428584 -12.098205 0,-77.00557608 -12.09800097 0,-77.00711004 -12.09749796 0,-77.00688108 -12.09665997 0,-77.00687604 -12.09616299 0,-77.00709816 -12.09489003 0,-77.0077602 -12.09503529 0,-77.00785884 -12.09458106 0,-77.00718312 -12.09443202 0,-77.00596992 -12.09417804 0)",HIGUERETA,SAN BORJA,030133,150130,6
"(-77.00747004 -12.10010499 0,-77.00741784 -12.09868704 0,-77.00711004 -12.09749796 0,-77.00557608 -12.09800097 0,-77.00428584 -12.098205 0,-77.00306004 -12.09810303 0,-77.002137 -12.09795597 0,-77.001669 -12.10099302 0,-77.00250096 -12.10104504 0,-77.00446296 -12.101184 0,-77.00624208 -12.10099698 0,-77.00749308 -12.10079196 0,-77.00747004 -12.10010499 0)",HIGUERETA,SAN BORJA,030134,150130,11
"(-76.97158596 -12.06771201 0,-76.97009196 -12.06712998 0,-76.96795608 -12.06563598 0,-76.96755216 -12.06602298 0,-76.96715508 -12.06646596 0,-76.96699884 -12.06692604 0,-76.96676304 -12.06782604 0,-76.96676304 -12.06829998 0,-76.96684188 -12.06915003 0,-76.96774692 -12.07033497 0,-76.96896804 -12.071691 0,-76.96970784 -12.072852 0,-76.971906 -12.07504197 0,-76.97371788 -12.072843 0,-76.97158596 -12.06771201 0)",HIGUERETA,LA MOLINA,014101,150114,17
"(-76.97561616 -12.07743102 0,-76.975227 -12.07645002 0,-76.97371788 -12.072843 0,-76.971906 -12.07504197 0,-76.9716 -12.075633 0,-76.97128284 -12.07650096 0,-76.97097396 -12.07792404 0,-76.97059488 -12.080286 0,-76.97049012 -12.08139696 0,-76.97031696 -12.08225898 0,-76.969998 -12.08333502 0,-76.97291112 -12.08380401 0,-76.97296044 -12.08358873 0,-76.97301192 -12.08325519 0,-76.97336976 -12.08288835 0,-76.9738644 -12.08210454 0,-76.9738986 -12.08152089 0,-76.9738644 -12.08072043 0,-76.97371104 -12.07971981 0,-76.97391552 -12.07881927 0,-76.97442708 -12.07746855 0,-76.97492172 -12.0780522 0,-76.97491812 -12.07876401 0,-76.97517408 -12.07865502 0,-76.97605392 -12.07823904 0,-76.97561616 -12.07743102 0)",HIGUERETA,LA MOLINA,014102,150114,8
"(-76.96970784 -12.072852 0,-76.96896804 -12.071691 0,-76.96809792 -12.07303002 0,-76.96803708 -12.07319904 0,-76.96803312 -12.07343898 0,-76.96778292 -12.07354599 0,-76.967433 -12.07382598 0,-76.96676088 -12.07480302 0,-76.96622484 -12.07555704 0,-76.96590588 -12.07577601 0,-76.96502604 -12.07618803 0,-76.96420884 -12.07659204 0,-76.96361988 -12.07558998 0,-76.96301796 -12.07660455 0,-76.96366416 -12.07701 0,-76.96494396 -12.07810503 0,-76.96535688 -12.07866699 0,-76.96625796 -12.08004201 0,-76.966821 -12.08097702 0,-76.96727496 -12.08148498 0,-76.96760688 -12.08176299 0,-76.969998 -12.08333502 0,-76.97031696 -12.08225898 0,-76.97049012 -12.08139696 0,-76.97059488 -12.080286 0,-76.97097396 -12.07792404 0,-76.97128284 -12.07650096 0,-76.9716 -12.075633 0,-76.971906 -12.07504197 0,-76.96970784 -12.072852 0)",HIGUERETA,LA MOLINA,014103,150114,3
"(-76.96774692 -12.07033497 0,-76.96684188 -12.06915003 0,-76.96676304 -12.06829998 0,-76.96676304 -12.06782604 0,-76.96699884 -12.06692604 0,-76.96715508 -12.06646596 0,-76.96755216 -12.06602298 0,-76.96795608 -12.06563598 0,-76.96677096 -12.06525897 0,-76.96488888 -12.06462501 0,-76.96471788 -12.06529497 0,-76.96461888 -12.06588096 0,-76.96457892 -12.069648 0,-76.96465596 -12.07167201 0,-76.964616 -12.07266903 0,-76.96438488 -12.073851 0,-76.96402488 -12.07484001 0,-76.96361988 -12.07558998 0,-76.96420884 -12.07659204 0,-76.96502604 -12.07618803 0,-76.96590588 -12.07577601 0,-76.96622484 -12.07555704 0,-76.96676088 -12.07480302 0,-76.967433 -12.07382598 0,-76.96778292 -12.07354599 0,-76.96803312 -12.07343898 0,-76.96803708 -12.07319904 0,-76.96809792 -12.07303002 0,-76.96896804 -12.071691 0,-76.96774692 -12.07033497 0)",HIGUERETA,LA MOLINA,014104,150114,4
"(-77.00960916 -12.11235903 0,-77.00708592 -12.11218398 0,-77.007123 -12.11262399 0,-77.00693184 -12.11545503 0,-77.00669496 -12.11634603 0,-77.00638896 -12.11681097 0,-77.00554584 -12.11784102 0,-77.00774904 -12.11910399 0,-77.00866596 -12.117735 0,-77.01007896 -12.11560101 0,-77.01218712 -12.11252499 0,-77.00960916 -12.11235903 0)",HIGUERETA,SURQUILLO,041103,150141,13
"(-77.04217296 -12.09186297 0,-77.03886096 -12.09139596 0,-77.03834904 -12.09497904 0,-77.03817912 -12.09579795 0,-77.039991 -12.09531096 0,-77.04061092 -12.09645297 0,-77.0413212 -12.097773 0,-77.04149688 -12.09656997 0,-77.04342504 -12.096846 0,-77.04359388 -12.09570102 0,-77.04411516 -12.09213504 0,-77.04217296 -12.09186297 0)",HIGUERETA,SAN ISIDRO,031134,150131,5
"(-77.04411516 -12.09213504 0,-77.04359388 -12.09570102 0,-77.04813204 -12.09634002 0,-77.04818208 -12.09604599 0,-77.05043316 -12.09636504 0,-77.05064988 -12.09472596 0,-77.05090584 -12.09308697 0,-77.04411516 -12.09213504 0)",HIGUERETA,SAN ISIDRO,031135,150131,6
"(-76.96067004 -12.06305802 0,-76.95841212 -12.06778401 0,-76.95806904 -12.06854298 0,-76.95932004 -12.06905598 0,-76.95975384 -12.06801999 0,-76.96241604 -12.06925398 0,-76.96334484 -12.06956196 0,-76.96457892 -12.069648 0,-76.96461888 -12.06588096 0,-76.96471788 -12.06529497 0,-76.96488888 -12.06462501 0,-76.96067004 -12.06305802 0)",HIGUERETA,LA MOLINA,014105,150114,14
"(-76.96457892 -12.069648 0,-76.96334484 -12.06956196 0,-76.96241604 -12.06925398 0,-76.95975384 -12.06801999 0,-76.95932004 -12.06905598 0,-76.95806904 -12.06854298 0,-76.95658512 -12.071583 0,-76.96213488 -12.07416204 0,-76.96361988 -12.07558998 0,-76.96402488 -12.07484001 0,-76.96438488 -12.073851 0,-76.964616 -12.07266903 0,-76.96465596 -12.07167201 0,-76.96457892 -12.069648 0)",HIGUERETA,LA MOLINA,014106,150114,14
"(-76.95928908 -12.06209898 0,-76.958829 -12.06198 0,-76.95876492 -12.06224496 0,-76.95680004 -12.06195696 0,-76.95669312 -12.06265599 0,-76.95661788 -12.063096 0,-76.95607212 -12.06404802 0,-76.95553104 -12.06502002 0,-76.95495684 -12.06597996 0,-76.95841212 -12.06778401 0,-76.96067004 -12.06305802 0,-76.96083204 -12.06268596 0,-76.95928908 -12.06209898 0)",HIGUERETA,LA MOLINA,014107,150114,17
"(-76.95380304 -12.06151902 0,-76.95161496 -12.06056097 0,-76.95159012 -12.06107199 0,-76.950945 -12.06314199 0,-76.95201384 -12.06357003 0,-76.95242316 -12.06416097 0,-76.95325296 -12.06500103 0,-76.95495684 -12.06597996 0,-76.95553104 -12.06502002 0,-76.95607212 -12.06404802 0,-76.95661788 -12.063096 0,-76.95669312 -12.06265599 0,-76.95680004 -12.06195696 0,-76.95380304 -12.06151902 0)",HIGUERETA,LA MOLINA,014108,150114,17
"(-76.95495684 -12.06597996 0,-76.95462204 -12.06655398 0,-76.95403596 -12.06734796 0,-76.95308304 -12.07022004 0,-76.95658512 -12.071583 0,-76.95806904 -12.06854298 0,-76.95841212 -12.06778401 0,-76.95495684 -12.06597996 0)",HIGUERETA,LA MOLINA,014109,150114,7
"(-76.938993 -12.06498204 0,-76.93850988 -12.06483597 0,-76.93735212 -12.06449901 0,-76.93628616 -12.06409797 0,-76.93583112 -12.06388701 0,-76.93453404 -12.06385101 0,-76.929012 -12.06507699 0,-76.925187 -12.06998199 0,-76.93557804 -12.07109304 0,-76.93637112 -12.07108503 0,-76.93735392 -12.07130103 0,-76.93811892 -12.06855099 0,-76.93941996 -12.06497601 0,-76.938993 -12.06498204 0)",HIGUERETA,LA MOLINA,014110,150114,13
"(-76.95308304 -12.07022004 0,-76.94849304 -12.06885699 0,-76.94832996 -12.06959904 0,-76.948353 -12.07018098 0,-76.94864496 -12.07092204 0,-76.94884296 -12.07150398 0,-76.94883216 -12.07240596 0,-76.94881992 -12.073158 0,-76.950729 -12.07354401 0,-76.95324288 -12.07366002 0,-76.95419112 -12.07359603 0,-76.95554688 -12.07375002 0,-76.95658512 -12.071583 0,-76.95308304 -12.07022004 0)",HIGUERETA,LA MOLINA,014111,150114,6
"(-76.95325296 -12.06500103 0,-76.95242316 -12.06416097 0,-76.95201384 -12.06357003 0,-76.950945 -12.06314199 0,-76.95047304 -12.06464904 0,-76.94911188 -12.06718002 0,-76.94849304 -12.06885699 0,-76.95308304 -12.07022004 0,-76.95403596 -12.06734796 0,-76.95462204 -12.06655398 0,-76.95495684 -12.06597996 0,-76.95325296 -12.06500103 0)",HIGUERETA,LA MOLINA,014113,150114,9
"(-76.94905716 -12.06255096 0,-76.94616888 -12.06266697 0,-76.94521416 -12.06440496 0,-76.94399016 -12.06676098 0,-76.94588016 -12.06779598 0,-76.94849304 -12.06885699 0,-76.94911188 -12.06718002 0,-76.95047304 -12.06464904 0,-76.950945 -12.06314199 0,-76.94905716 -12.06255096 0)",HIGUERETA,LA MOLINA,014114,150114,17
"(-77.03306604 -12.09078999 0,-77.03235396 -12.09090402 0,-77.031045 -12.09103902 0,-77.02995996 -12.091167 0,-77.03017992 -12.091833 0,-77.030172 -12.09191103 0,-77.02941492 -12.09177504 0,-77.02904016 -12.09436704 0,-77.02894404 -12.09510504 0,-77.03020008 -12.09526902 0,-77.03026812 -12.09519801 0,-77.03165592 -12.09535803 0,-77.03178192 -12.09517497 0,-77.03235108 -12.09481299 0,-77.03300916 -12.094578 0,-77.03356104 -12.09066903 0,-77.03306604 -12.09078999 0)",HIGUERETA,SAN ISIDRO,031131,150131,6
